year,month,starthour,season,weekday,trips
2019,Apr,23,Spring,Sunday,2660
2019,Apr,23,Spring,Thursday,3755
2019,Apr,23,Spring,Tuesday,3603
2019,Apr,23,Spring,Wednesday,3424
2019,May,00,Spring,Friday,2371
2019,May,00,Spring,Monday,1267
2019,May,00,Spring,Saturday,3159
2019,May,00,Spring,Sunday,3340
2019,May,00,Spring,Thursday,2299
2019,May,00,Spring,Tuesday,1521
2019,May,00,Spring,Wednesday,1718
2019,May,01,Spring,Friday,1334
2019,May,01,Spring,Monday,758
2019,May,01,Spring,Saturday,1920
2019,May,01,Spring,Sunday,1733
2019,May,01,Spring,Thursday,1032
2019,May,01,Spring,Tuesday,713
2019,May,01,Spring,Wednesday,826
2019,May,02,Spring,Friday,817
2019,May,02,Spring,Monday,479
2019,May,02,Spring,Saturday,1280
2019,May,02,Spring,Sunday,922
2019,May,02,Spring,Thursday,614
2019,May,02,Spring,Tuesday,422
2019,May,02,Spring,Wednesday,481
2019,May,03,Spring,Friday,476
2019,May,03,Spring,Monday,315
2019,May,03,Spring,Saturday,772
2019,May,03,Spring,Sunday,674
2019,May,03,Spring,Thursday,420
2019,May,03,Spring,Tuesday,225
2019,May,03,Spring,Wednesday,335
2019,May,04,Spring,Friday,633
2019,May,04,Spring,Monday,429
2019,May,04,Spring,Saturday,642
2019,May,04,Spring,Sunday,368
2019,May,04,Spring,Thursday,552
2019,May,04,Spring,Tuesday,451
2019,May,04,Spring,Wednesday,606
2019,May,05,Spring,Friday,2558
2019,May,05,Spring,Monday,1564
2019,May,05,Spring,Saturday,769
2019,May,05,Spring,Sunday,325
2019,May,05,Spring,Thursday,2506
2019,May,05,Spring,Tuesday,2304
2019,May,05,Spring,Wednesday,2972
2019,May,06,Spring,Friday,8532
2019,May,06,Spring,Monday,5160
2019,May,06,Spring,Saturday,1711
2019,May,06,Spring,Sunday,822
2019,May,06,Spring,Thursday,8313
2019,May,06,Spring,Tuesday,7663
2019,May,06,Spring,Wednesday,9989
2019,May,07,Spring,Friday,18519
2019,May,07,Spring,Monday,11009
2019,May,07,Spring,Saturday,3442
2019,May,07,Spring,Sunday,1700
2019,May,07,Spring,Thursday,16706
2019,May,07,Spring,Tuesday,16044
2019,May,07,Spring,Wednesday,21258
2019,May,08,Spring,Friday,32093
2019,May,08,Spring,Monday,17163
2019,May,08,Spring,Saturday,6596
2019,May,08,Spring,Sunday,3484
2019,May,08,Spring,Thursday,30606
2019,May,08,Spring,Tuesday,26880
2019,May,08,Spring,Wednesday,35711
2019,May,09,Spring,Friday,24175
2019,May,09,Spring,Monday,13078
2019,May,09,Spring,Saturday,10605
2019,May,09,Spring,Sunday,5650
2019,May,09,Spring,Thursday,23955
2019,May,09,Spring,Tuesday,18488
2019,May,09,Spring,Wednesday,24936
2019,May,10,Spring,Friday,15175
2019,May,10,Spring,Monday,9719
2019,May,10,Spring,Saturday,14615
2019,May,10,Spring,Sunday,8437
2019,May,10,Spring,Thursday,13884
2019,May,10,Spring,Tuesday,9766
2019,May,10,Spring,Wednesday,14044
2019,May,11,Spring,Friday,15346
2019,May,11,Spring,Monday,10479
2019,May,11,Spring,Saturday,17413
2019,May,11,Spring,Sunday,10015
2019,May,11,Spring,Thursday,13768
2019,May,11,Spring,Tuesday,8330
2019,May,11,Spring,Wednesday,13687
2019,May,12,Spring,Friday,17749
2019,May,12,Spring,Monday,12687
2019,May,12,Spring,Saturday,19236
2019,May,12,Spring,Sunday,11396
2019,May,12,Spring,Thursday,16310
2019,May,12,Spring,Tuesday,10551
2019,May,12,Spring,Wednesday,16066
2019,May,13,Spring,Friday,15931
2019,May,13,Spring,Monday,12835
2019,May,13,Spring,Saturday,22188
2019,May,13,Spring,Sunday,12062
2019,May,13,Spring,Thursday,16943
2019,May,13,Spring,Tuesday,11595
2019,May,13,Spring,Wednesday,16789
2019,May,14,Spring,Friday,19308
2019,May,14,Spring,Monday,13312
2019,May,14,Spring,Saturday,23353
2019,May,14,Spring,Sunday,12406
2019,May,14,Spring,Thursday,18040
2019,May,14,Spring,Tuesday,11282
2019,May,14,Spring,Wednesday,17751
2019,May,15,Spring,Friday,22506
2019,May,15,Spring,Monday,14410
2019,May,15,Spring,Saturday,24085
2019,May,15,Spring,Sunday,13256
2019,May,15,Spring,Thursday,18818
2019,May,15,Spring,Tuesday,12946
2019,May,15,Spring,Wednesday,18975
2019,May,16,Spring,Friday,28378
2019,May,16,Spring,Monday,16481
2019,May,16,Spring,Saturday,23390
2019,May,16,Spring,Sunday,13296
2019,May,16,Spring,Thursday,21265
2019,May,16,Spring,Tuesday,16685
2019,May,16,Spring,Wednesday,23601
2019,May,17,Spring,Friday,37274
2019,May,17,Spring,Monday,22309
2019,May,17,Spring,Saturday,22168
2019,May,17,Spring,Sunday,12072
2019,May,17,Spring,Thursday,33436
2019,May,17,Spring,Tuesday,29337
2019,May,17,Spring,Wednesday,36291
2019,May,18,Spring,Friday,32629
2019,May,18,Spring,Monday,23304
2019,May,18,Spring,Saturday,19232
2019,May,18,Spring,Sunday,8817
2019,May,18,Spring,Thursday,29037
2019,May,18,Spring,Tuesday,28443
2019,May,18,Spring,Wednesday,32539
2019,May,19,Spring,Friday,23560
2019,May,19,Spring,Monday,17521
2019,May,19,Spring,Saturday,15283
2019,May,19,Spring,Sunday,8591
2019,May,19,Spring,Thursday,20147
2019,May,19,Spring,Tuesday,18052
2019,May,19,Spring,Wednesday,21761
2019,May,20,Spring,Friday,15826
2019,May,20,Spring,Monday,12465
2019,May,20,Spring,Saturday,9929
2019,May,20,Spring,Sunday,7080
2019,May,20,Spring,Thursday,12752
2019,May,20,Spring,Tuesday,9886
2019,May,20,Spring,Wednesday,14960
2019,May,21,Spring,Friday,10326
2019,May,21,Spring,Monday,7909
2019,May,21,Spring,Saturday,6611
2019,May,21,Spring,Sunday,4163
2019,May,21,Spring,Thursday,8898
2019,May,21,Spring,Tuesday,5485
2019,May,21,Spring,Wednesday,10614
2019,May,22,Spring,Friday,8346
2019,May,22,Spring,Monday,5526
2019,May,22,Spring,Saturday,5415
2019,May,22,Spring,Sunday,3697
2019,May,22,Spring,Thursday,7048
2019,May,22,Spring,Tuesday,4330
2019,May,22,Spring,Wednesday,7940
2019,May,23,Spring,Friday,6898
2019,May,23,Spring,Monday,3115
2019,May,23,Spring,Saturday,4632
2019,May,23,Spring,Sunday,2462
2019,May,23,Spring,Thursday,4967
2019,May,23,Spring,Tuesday,2891
2019,May,23,Spring,Wednesday,4839
2019,Jun,00,Summer,Friday,3143
2019,Jun,00,Summer,Monday,1853
2019,Jun,00,Summer,Saturday,5990
2019,Jun,00,Summer,Sunday,5870
2019,Jun,00,Summer,Thursday,2419
2019,Jun,00,Summer,Tuesday,1901
2019,Jun,00,Summer,Wednesday,2151
2019,Jun,01,Summer,Friday,1520
2019,Jun,01,Summer,Monday,902
2019,Jun,01,Summer,Saturday,3923
2019,Jun,01,Summer,Sunday,3739
2019,Jun,01,Summer,Thursday,1054
2019,Jun,01,Summer,Tuesday,925
2019,Jun,01,Summer,Wednesday,1044
2019,Jun,02,Summer,Friday,850
2019,Jun,02,Summer,Monday,533
2019,Jun,02,Summer,Saturday,2551
2019,Jun,02,Summer,Sunday,2519
2019,Jun,02,Summer,Thursday,578
2019,Jun,02,Summer,Tuesday,501
2019,Jun,02,Summer,Wednesday,578
2019,Jun,03,Summer,Friday,564
2019,Jun,03,Summer,Monday,342
2019,Jun,03,Summer,Saturday,1447
2019,Jun,03,Summer,Sunday,1575
2019,Jun,03,Summer,Thursday,323
2019,Jun,03,Summer,Tuesday,356
2019,Jun,03,Summer,Wednesday,358
2019,Jun,04,Summer,Friday,612
2019,Jun,04,Summer,Monday,526
2019,Jun,04,Summer,Saturday,1023
2019,Jun,04,Summer,Sunday,1028
2019,Jun,04,Summer,Thursday,529
2019,Jun,04,Summer,Tuesday,513
2019,Jun,04,Summer,Wednesday,612
2019,Jun,05,Summer,Friday,1896
2019,Jun,05,Summer,Monday,2433
2019,Jun,05,Summer,Saturday,1036
2019,Jun,05,Summer,Sunday,847
2019,Jun,05,Summer,Thursday,2169
2019,Jun,05,Summer,Tuesday,2138
2019,Jun,05,Summer,Wednesday,2616
2019,Jun,06,Summer,Friday,6651
2019,Jun,06,Summer,Monday,7994
2019,Jun,06,Summer,Saturday,2614
2019,Jun,06,Summer,Sunday,1763
2019,Jun,06,Summer,Thursday,6880
2019,Jun,06,Summer,Tuesday,5389
2019,Jun,06,Summer,Wednesday,8730
2019,Jun,07,Summer,Friday,13813
2019,Jun,07,Summer,Monday,16657
2019,Jun,07,Summer,Saturday,5756
2019,Jun,07,Summer,Sunday,3959
2019,Jun,07,Summer,Thursday,14465
2019,Jun,07,Summer,Tuesday,9753
2019,Jun,07,Summer,Wednesday,17586
2019,Jun,08,Summer,Friday,21215
2019,Jun,08,Summer,Monday,25075
2019,Jun,08,Summer,Saturday,10339
2019,Jun,08,Summer,Sunday,7731
2019,Jun,08,Summer,Thursday,22399
2019,Jun,08,Summer,Tuesday,22527
2019,Jun,08,Summer,Wednesday,29854
2019,Jun,09,Summer,Friday,19074
2019,Jun,09,Summer,Monday,18012
2019,Jun,09,Summer,Saturday,15787
2019,Jun,09,Summer,Sunday,13238
2019,Jun,09,Summer,Thursday,16202
2019,Jun,09,Summer,Tuesday,18898
2019,Jun,09,Summer,Wednesday,20291
2019,Jun,10,Summer,Friday,11863
2019,Jun,10,Summer,Monday,10406
2019,Jun,10,Summer,Saturday,21419
2019,Jun,10,Summer,Sunday,19192
2019,Jun,10,Summer,Thursday,9485
2019,Jun,10,Summer,Tuesday,10646
2019,Jun,10,Summer,Wednesday,12046
2019,Jun,11,Summer,Friday,12228
2019,Jun,11,Summer,Monday,8803
2019,Jun,11,Summer,Saturday,26014
2019,Jun,11,Summer,Sunday,23616
2019,Jun,11,Summer,Thursday,9246
2019,Jun,11,Summer,Tuesday,10720
2019,Jun,11,Summer,Wednesday,11917
2019,Jun,12,Summer,Friday,14485
2019,Jun,12,Summer,Monday,10266
2019,Jun,12,Summer,Saturday,29027
2019,Jun,12,Summer,Sunday,27082
2019,Jun,12,Summer,Thursday,11053
2019,Jun,12,Summer,Tuesday,10770
2019,Jun,12,Summer,Wednesday,13688
2019,Jun,13,Summer,Friday,16413
2019,Jun,13,Summer,Monday,10274
2019,Jun,13,Summer,Saturday,30174
2019,Jun,13,Summer,Sunday,27607
2019,Jun,13,Summer,Thursday,12880
2019,Jun,13,Summer,Tuesday,10813
2019,Jun,13,Summer,Wednesday,14281
2019,Jun,14,Summer,Friday,17810
2019,Jun,14,Summer,Monday,10844
2019,Jun,14,Summer,Saturday,30249
2019,Jun,14,Summer,Sunday,27774
2019,Jun,14,Summer,Thursday,14133
2019,Jun,14,Summer,Tuesday,11292
2019,Jun,14,Summer,Wednesday,14609
2019,Jun,15,Summer,Friday,19912
2019,Jun,15,Summer,Monday,11605
2019,Jun,15,Summer,Saturday,29471
2019,Jun,15,Summer,Sunday,28034
2019,Jun,15,Summer,Thursday,13436
2019,Jun,15,Summer,Tuesday,13049
2019,Jun,15,Summer,Wednesday,15509
2019,Jun,16,Summer,Friday,24737
2019,Jun,16,Summer,Monday,16034
2019,Jun,16,Summer,Saturday,29018
2019,Jun,16,Summer,Sunday,28881
2019,Jun,16,Summer,Thursday,16459
2019,Jun,16,Summer,Tuesday,18351
2019,Jun,16,Summer,Wednesday,17655
2019,Jun,17,Summer,Friday,31565
2019,Jun,17,Summer,Monday,29372
2019,Jun,17,Summer,Saturday,26744
2019,Jun,17,Summer,Sunday,26227
2019,Jun,17,Summer,Thursday,27934
2019,Jun,17,Summer,Tuesday,29157
2019,Jun,17,Summer,Wednesday,32444
2019,Jun,18,Summer,Friday,27844
2019,Jun,18,Summer,Monday,29933
2019,Jun,18,Summer,Saturday,25119
2019,Jun,18,Summer,Sunday,24289
2019,Jun,18,Summer,Thursday,29945
2019,Jun,18,Summer,Tuesday,28454
2019,Jun,18,Summer,Wednesday,32814
2019,Jun,19,Summer,Friday,20764
2019,Jun,19,Summer,Monday,21082
2019,Jun,19,Summer,Saturday,22516
2019,Jun,19,Summer,Sunday,21166
2019,Jun,19,Summer,Thursday,22402
2019,Jun,19,Summer,Tuesday,19857
2019,Jun,19,Summer,Wednesday,22153
2019,Jun,20,Summer,Friday,15131
2019,Jun,20,Summer,Monday,14610
2019,Jun,20,Summer,Saturday,17332
2019,Jun,20,Summer,Sunday,16515
2019,Jun,20,Summer,Thursday,15954
2019,Jun,20,Summer,Tuesday,15160
2019,Jun,20,Summer,Wednesday,15850
2019,Jun,21,Summer,Friday,10737
2019,Jun,21,Summer,Monday,9542
2019,Jun,21,Summer,Saturday,11997
2019,Jun,21,Summer,Sunday,11188
2019,Jun,21,Summer,Thursday,9780
2019,Jun,21,Summer,Tuesday,10498
2019,Jun,21,Summer,Wednesday,11018
2019,Jun,22,Summer,Friday,8583
2019,Jun,22,Summer,Monday,6500
2019,Jun,22,Summer,Saturday,10258
2019,Jun,22,Summer,Sunday,7163
2019,Jun,22,Summer,Thursday,7156
2019,Jun,22,Summer,Tuesday,7558
2019,Jun,22,Summer,Wednesday,8198
2019,Jun,23,Summer,Friday,6521
2019,Jun,23,Summer,Monday,3678
2019,Jun,23,Summer,Saturday,7936
2019,Jun,23,Summer,Sunday,4906
2019,Jun,23,Summer,Thursday,5173
2019,Jun,23,Summer,Tuesday,4412
2019,Jun,23,Summer,Wednesday,4820
2019,Jul,00,Summer,Friday,3155
2019,Jul,00,Summer,Monday,2711
2019,Jul,00,Summer,Saturday,4572
2019,Jul,00,Summer,Sunday,4639
2019,Jul,00,Summer,Thursday,2685
2019,Jul,00,Summer,Tuesday,2467
2019,Jul,00,Summer,Wednesday,3220
2019,Jul,01,Summer,Friday,1730
2019,Jul,01,Summer,Monday,1503
2019,Jul,01,Summer,Saturday,3083
2019,Jul,01,Summer,Sunday,3055
2019,Jul,01,Summer,Thursday,1471
2019,Jul,01,Summer,Tuesday,1354
2019,Jul,01,Summer,Wednesday,1610
2019,Jul,02,Summer,Friday,1000
2019,Jul,02,Summer,Monday,822
2019,Jul,02,Summer,Saturday,2063
2019,Jul,02,Summer,Sunday,1981
2019,Jul,02,Summer,Thursday,842
2019,Jul,02,Summer,Tuesday,787
2019,Jul,02,Summer,Wednesday,807
2019,Jul,03,Summer,Friday,636
2019,Jul,03,Summer,Monday,500
2019,Jul,03,Summer,Saturday,1176
2019,Jul,03,Summer,Sunday,1358
2019,Jul,03,Summer,Thursday,527
2019,Jul,03,Summer,Tuesday,501
2019,Jul,03,Summer,Wednesday,551
2019,Jul,04,Summer,Friday,653
2019,Jul,04,Summer,Monday,759
2019,Jul,04,Summer,Saturday,830
2019,Jul,04,Summer,Sunday,777
2019,Jul,04,Summer,Thursday,599
2019,Jul,04,Summer,Tuesday,735
2019,Jul,04,Summer,Wednesday,831
2019,Jul,05,Summer,Friday,1987
2019,Jul,05,Summer,Monday,2819
2019,Jul,05,Summer,Saturday,846
2019,Jul,05,Summer,Sunday,666
2019,Jul,05,Summer,Thursday,1979
2019,Jul,05,Summer,Tuesday,3145
2019,Jul,05,Summer,Wednesday,3388
2019,Jul,06,Summer,Friday,6518
2019,Jul,06,Summer,Monday,9486
2019,Jul,06,Summer,Saturday,2051
2019,Jul,06,Summer,Sunday,1391
2019,Jul,06,Summer,Thursday,6830
2019,Jul,06,Summer,Tuesday,9884
2019,Jul,06,Summer,Wednesday,11124
2019,Jul,07,Summer,Friday,13329
2019,Jul,07,Summer,Monday,19336
2019,Jul,07,Summer,Saturday,4458
2019,Jul,07,Summer,Sunday,2951
2019,Jul,07,Summer,Thursday,13581
2019,Jul,07,Summer,Tuesday,19346
2019,Jul,07,Summer,Wednesday,21899
2019,Jul,08,Summer,Friday,22586
2019,Jul,08,Summer,Monday,30824
2019,Jul,08,Summer,Saturday,7562
2019,Jul,08,Summer,Sunday,5794
2019,Jul,08,Summer,Thursday,19653
2019,Jul,08,Summer,Tuesday,36000
2019,Jul,08,Summer,Wednesday,37030
2019,Jul,09,Summer,Friday,18411
2019,Jul,09,Summer,Monday,22874
2019,Jul,09,Summer,Saturday,11420
2019,Jul,09,Summer,Sunday,9360
2019,Jul,09,Summer,Thursday,15845
2019,Jul,09,Summer,Tuesday,26923
2019,Jul,09,Summer,Wednesday,27190
2019,Jul,10,Summer,Friday,12184
2019,Jul,10,Summer,Monday,13079
2019,Jul,10,Summer,Saturday,14937
2019,Jul,10,Summer,Sunday,13294
2019,Jul,10,Summer,Thursday,10462
2019,Jul,10,Summer,Tuesday,14830
2019,Jul,10,Summer,Wednesday,15453
2019,Jul,11,Summer,Friday,12398
2019,Jul,11,Summer,Monday,12451
2019,Jul,11,Summer,Saturday,17188
2019,Jul,11,Summer,Sunday,15483
2019,Jul,11,Summer,Thursday,11350
2019,Jul,11,Summer,Tuesday,13964
2019,Jul,11,Summer,Wednesday,14880
2019,Jul,12,Summer,Friday,14995
2019,Jul,12,Summer,Monday,15085
2019,Jul,12,Summer,Saturday,18465
2019,Jul,12,Summer,Sunday,16833
2019,Jul,12,Summer,Thursday,13185
2019,Jul,12,Summer,Tuesday,16830
2019,Jul,12,Summer,Wednesday,17612
2019,Jul,13,Summer,Friday,16186
2019,Jul,13,Summer,Monday,16126
2019,Jul,13,Summer,Saturday,18299
2019,Jul,13,Summer,Sunday,18438
2019,Jul,13,Summer,Thursday,14168
2019,Jul,13,Summer,Tuesday,16738
2019,Jul,13,Summer,Wednesday,18289
2019,Jul,14,Summer,Friday,16780
2019,Jul,14,Summer,Monday,16471
2019,Jul,14,Summer,Saturday,18169
2019,Jul,14,Summer,Sunday,19048
2019,Jul,14,Summer,Thursday,13796
2019,Jul,14,Summer,Tuesday,17113
2019,Jul,14,Summer,Wednesday,17524
2019,Jul,15,Summer,Friday,18949
2019,Jul,15,Summer,Monday,17789
2019,Jul,15,Summer,Saturday,17858
2019,Jul,15,Summer,Sunday,19361
2019,Jul,15,Summer,Thursday,12682
2019,Jul,15,Summer,Tuesday,17521
2019,Jul,15,Summer,Wednesday,18564
2019,Jul,16,Summer,Friday,22590
2019,Jul,16,Summer,Monday,23676
2019,Jul,16,Summer,Saturday,17873
2019,Jul,16,Summer,Sunday,19614
2019,Jul,16,Summer,Thursday,16059
2019,Jul,16,Summer,Tuesday,23537
2019,Jul,16,Summer,Wednesday,21998
2019,Jul,17,Summer,Friday,28096
2019,Jul,17,Summer,Monday,40924
2019,Jul,17,Summer,Saturday,17964
2019,Jul,17,Summer,Sunday,19688
2019,Jul,17,Summer,Thursday,24107
2019,Jul,17,Summer,Tuesday,42177
2019,Jul,17,Summer,Wednesday,35627
2019,Jul,18,Summer,Friday,25799
2019,Jul,18,Summer,Monday,37280
2019,Jul,18,Summer,Saturday,17499
2019,Jul,18,Summer,Sunday,19585
2019,Jul,18,Summer,Thursday,24580
2019,Jul,18,Summer,Tuesday,43879
2019,Jul,18,Summer,Wednesday,37965
2019,Jul,19,Summer,Friday,20224
2019,Jul,19,Summer,Monday,26467
2019,Jul,19,Summer,Saturday,15481
2019,Jul,19,Summer,Sunday,17617
2019,Jul,19,Summer,Thursday,15724
2019,Jul,19,Summer,Tuesday,31424
2019,Jul,19,Summer,Wednesday,28991
2019,Jul,20,Summer,Friday,14330
2019,Jul,20,Summer,Monday,19804
2019,Jul,20,Summer,Saturday,13371
2019,Jul,20,Summer,Sunday,13747
2019,Jul,20,Summer,Thursday,11682
2019,Jul,20,Summer,Tuesday,22207
2019,Jul,20,Summer,Wednesday,18298
2019,Jul,21,Summer,Friday,10218
2019,Jul,21,Summer,Monday,13244
2019,Jul,21,Summer,Saturday,10260
2019,Jul,21,Summer,Sunday,9959
2019,Jul,21,Summer,Thursday,8463
2019,Jul,21,Summer,Tuesday,15060
2019,Jul,21,Summer,Wednesday,12732
2019,Jul,22,Summer,Friday,8376
2019,Jul,22,Summer,Monday,9331
2019,Jul,22,Summer,Saturday,8492
2019,Jul,22,Summer,Sunday,6877
2019,Jul,22,Summer,Thursday,8734
2019,Jul,22,Summer,Tuesday,10654
2019,Jul,22,Summer,Wednesday,9203
2019,Jul,23,Summer,Friday,6603
2019,Jul,23,Summer,Monday,5102
2019,Jul,23,Summer,Saturday,6672
2019,Jul,23,Summer,Sunday,3750
2019,Jul,23,Summer,Thursday,5719
2019,Jul,23,Summer,Tuesday,6379
2019,Jul,23,Summer,Wednesday,6049
2019,Aug,00,Summer,Friday,3807
2019,Aug,00,Summer,Monday,2196
2019,Aug,00,Summer,Saturday,5810
2019,Aug,00,Summer,Sunday,4135
2019,Aug,00,Summer,Thursday,3256
2019,Aug,00,Summer,Tuesday,2383
2019,Aug,00,Summer,Wednesday,2617
2019,Aug,01,Summer,Friday,2120
2019,Aug,01,Summer,Monday,1096
2019,Aug,01,Summer,Saturday,3825
2019,Aug,01,Summer,Sunday,3072
2019,Aug,01,Summer,Thursday,1638
2019,Aug,01,Summer,Tuesday,1188
2019,Aug,01,Summer,Wednesday,1252
2019,Aug,02,Summer,Friday,1305
2019,Aug,02,Summer,Monday,638
2019,Aug,02,Summer,Saturday,2555
2019,Aug,02,Summer,Sunday,2118
2019,Aug,02,Summer,Thursday,1012
2019,Aug,02,Summer,Tuesday,693
2019,Aug,02,Summer,Wednesday,742
2019,Aug,03,Summer,Friday,772
2019,Aug,03,Summer,Monday,432
2019,Aug,03,Summer,Saturday,1642
2019,Aug,03,Summer,Sunday,1299
2019,Aug,03,Summer,Thursday,613
2019,Aug,03,Summer,Tuesday,360
2019,Aug,03,Summer,Wednesday,449
2019,Aug,04,Summer,Friday,853
2019,Aug,04,Summer,Monday,533
2019,Aug,04,Summer,Saturday,1046
2019,Aug,04,Summer,Sunday,874
2019,Aug,04,Summer,Thursday,836
2019,Aug,04,Summer,Tuesday,557
2019,Aug,04,Summer,Wednesday,674
2019,Aug,05,Summer,Friday,2729
2019,Aug,05,Summer,Monday,2374
2019,Aug,05,Summer,Saturday,939
2019,Aug,05,Summer,Sunday,684
2019,Aug,05,Summer,Thursday,3297
2019,Aug,05,Summer,Tuesday,2683
2019,Aug,05,Summer,Wednesday,2712
2019,Aug,06,Summer,Friday,9208
2019,Aug,06,Summer,Monday,8065
2019,Aug,06,Summer,Saturday,2566
2019,Aug,06,Summer,Sunday,1519
2019,Aug,06,Summer,Thursday,10906
2019,Aug,06,Summer,Tuesday,9317
2019,Aug,06,Summer,Wednesday,8765
2019,Aug,07,Summer,Friday,17695
2019,Aug,07,Summer,Monday,16141
2019,Aug,07,Summer,Saturday,5934
2019,Aug,07,Summer,Sunday,3211
2019,Aug,07,Summer,Thursday,21343
2019,Aug,07,Summer,Tuesday,17401
2019,Aug,07,Summer,Wednesday,17234
2019,Aug,08,Summer,Friday,28855
2019,Aug,08,Summer,Monday,27684
2019,Aug,08,Summer,Saturday,11127
2019,Aug,08,Summer,Sunday,6161
2019,Aug,08,Summer,Thursday,36515
2019,Aug,08,Summer,Tuesday,30417
2019,Aug,08,Summer,Wednesday,29971
2019,Aug,09,Summer,Friday,22873
2019,Aug,09,Summer,Monday,19684
2019,Aug,09,Summer,Saturday,17927
2019,Aug,09,Summer,Sunday,10610
2019,Aug,09,Summer,Thursday,26869
2019,Aug,09,Summer,Tuesday,22319
2019,Aug,09,Summer,Wednesday,22398
2019,Aug,10,Summer,Friday,14857
2019,Aug,10,Summer,Monday,11283
2019,Aug,10,Summer,Saturday,24512
2019,Aug,10,Summer,Sunday,14823
2019,Aug,10,Summer,Thursday,15610
2019,Aug,10,Summer,Tuesday,12260
2019,Aug,10,Summer,Wednesday,12336
2019,Aug,11,Summer,Friday,16143
2019,Aug,11,Summer,Monday,11320
2019,Aug,11,Summer,Saturday,29383
2019,Aug,11,Summer,Sunday,18467
2019,Aug,11,Summer,Thursday,15812
2019,Aug,11,Summer,Tuesday,11696
2019,Aug,11,Summer,Wednesday,12084
2019,Aug,12,Summer,Friday,20223
2019,Aug,12,Summer,Monday,13226
2019,Aug,12,Summer,Saturday,31525
2019,Aug,12,Summer,Sunday,21067
2019,Aug,12,Summer,Thursday,17981
2019,Aug,12,Summer,Tuesday,11355
2019,Aug,12,Summer,Wednesday,13196
2019,Aug,13,Summer,Friday,21631
2019,Aug,13,Summer,Monday,13969
2019,Aug,13,Summer,Saturday,28958
2019,Aug,13,Summer,Sunday,22468
2019,Aug,13,Summer,Thursday,18482
2019,Aug,13,Summer,Tuesday,11598
2019,Aug,13,Summer,Wednesday,12033
2019,Aug,14,Summer,Friday,23207
2019,Aug,14,Summer,Monday,13867
2019,Aug,14,Summer,Saturday,28931
2019,Aug,14,Summer,Sunday,22470
2019,Aug,14,Summer,Thursday,18351
2019,Aug,14,Summer,Tuesday,13273
2019,Aug,14,Summer,Wednesday,12017
2019,Aug,15,Summer,Friday,26282
2019,Aug,15,Summer,Monday,15377
2019,Aug,15,Summer,Saturday,29040
2019,Aug,15,Summer,Sunday,23102
2019,Aug,15,Summer,Thursday,20177
2019,Aug,15,Summer,Tuesday,15342
2019,Aug,15,Summer,Wednesday,10963
2019,Aug,16,Summer,Friday,29537
2019,Aug,16,Summer,Monday,20425
2019,Aug,16,Summer,Saturday,28584
2019,Aug,16,Summer,Sunday,23215
2019,Aug,16,Summer,Thursday,26370
2019,Aug,16,Summer,Tuesday,19885
2019,Aug,16,Summer,Wednesday,14138
2019,Aug,17,Summer,Friday,37478
2019,Aug,17,Summer,Monday,36195
2019,Aug,17,Summer,Saturday,27407
2019,Aug,17,Summer,Sunday,21995
2019,Aug,17,Summer,Thursday,43987
2019,Aug,17,Summer,Tuesday,36250
2019,Aug,17,Summer,Wednesday,21254
2019,Aug,18,Summer,Friday,32342
2019,Aug,18,Summer,Monday,36380
2019,Aug,18,Summer,Saturday,25914
2019,Aug,18,Summer,Sunday,18669
2019,Aug,18,Summer,Thursday,44911
2019,Aug,18,Summer,Tuesday,36621
2019,Aug,18,Summer,Wednesday,20946
2019,Aug,19,Summer,Friday,24863
2019,Aug,19,Summer,Monday,25843
2019,Aug,19,Summer,Saturday,22667
2019,Aug,19,Summer,Sunday,16561
2019,Aug,19,Summer,Thursday,32076
2019,Aug,19,Summer,Tuesday,25233
2019,Aug,19,Summer,Wednesday,17375
2019,Aug,20,Summer,Friday,17251
2019,Aug,20,Summer,Monday,17273
2019,Aug,20,Summer,Saturday,16206
2019,Aug,20,Summer,Sunday,12344
2019,Aug,20,Summer,Thursday,18565
2019,Aug,20,Summer,Tuesday,16823
2019,Aug,20,Summer,Wednesday,11989
2019,Aug,21,Summer,Friday,12349
2019,Aug,21,Summer,Monday,10982
2019,Aug,21,Summer,Saturday,12032
2019,Aug,21,Summer,Sunday,8947
2019,Aug,21,Summer,Thursday,13651
2019,Aug,21,Summer,Tuesday,11605
2019,Aug,21,Summer,Wednesday,8959
2019,Aug,22,Summer,Friday,10294
2019,Aug,22,Summer,Monday,7441
2019,Aug,22,Summer,Saturday,10344
2019,Aug,22,Summer,Sunday,6532
2019,Aug,22,Summer,Thursday,9942
2019,Aug,22,Summer,Tuesday,8454
2019,Aug,22,Summer,Wednesday,7149
2019,Aug,23,Summer,Friday,7987
2019,Aug,23,Summer,Monday,4330
2019,Aug,23,Summer,Saturday,7782
2019,Aug,23,Summer,Sunday,4137
2019,Aug,23,Summer,Thursday,7005
2019,Aug,23,Summer,Tuesday,4851
2019,Aug,23,Summer,Wednesday,4651
2019,Sep,00,Autumn,Friday,2954
2019,Sep,00,Autumn,Monday,2867
2019,Sep,00,Autumn,Saturday,4557
2019,Sep,00,Autumn,Sunday,6515
2019,Sep,00,Autumn,Thursday,2473
2019,Sep,00,Autumn,Tuesday,1752
2019,Sep,00,Autumn,Wednesday,2252
2019,Sep,01,Autumn,Friday,1414
2019,Sep,01,Autumn,Monday,1612
