year,month,starthour,season,weekday,trips
2019,Sep,01,Autumn,Saturday,2811
2019,Sep,01,Autumn,Sunday,4356
2019,Sep,01,Autumn,Thursday,1278
2019,Sep,01,Autumn,Tuesday,898
2019,Sep,01,Autumn,Wednesday,1168
2019,Sep,02,Autumn,Friday,863
2019,Sep,02,Autumn,Monday,964
2019,Sep,02,Autumn,Saturday,1854
2019,Sep,02,Autumn,Sunday,2934
2019,Sep,02,Autumn,Thursday,665
2019,Sep,02,Autumn,Tuesday,524
2019,Sep,02,Autumn,Wednesday,612
2019,Sep,03,Autumn,Friday,523
2019,Sep,03,Autumn,Monday,626
2019,Sep,03,Autumn,Saturday,1332
2019,Sep,03,Autumn,Sunday,1871
2019,Sep,03,Autumn,Thursday,426
2019,Sep,03,Autumn,Tuesday,359
2019,Sep,03,Autumn,Wednesday,406
2019,Sep,04,Autumn,Friday,680
2019,Sep,04,Autumn,Monday,786
2019,Sep,04,Autumn,Saturday,897
2019,Sep,04,Autumn,Sunday,1169
2019,Sep,04,Autumn,Thursday,697
2019,Sep,04,Autumn,Tuesday,649
2019,Sep,04,Autumn,Wednesday,661
2019,Sep,05,Autumn,Friday,2549
2019,Sep,05,Autumn,Monday,2933
2019,Sep,05,Autumn,Saturday,767
2019,Sep,05,Autumn,Sunday,881
2019,Sep,05,Autumn,Thursday,2778
2019,Sep,05,Autumn,Tuesday,3117
2019,Sep,05,Autumn,Wednesday,3071
2019,Sep,06,Autumn,Friday,8425
2019,Sep,06,Autumn,Monday,9013
2019,Sep,06,Autumn,Saturday,1916
2019,Sep,06,Autumn,Sunday,2013
2019,Sep,06,Autumn,Thursday,9179
2019,Sep,06,Autumn,Tuesday,9982
2019,Sep,06,Autumn,Wednesday,10119
2019,Sep,07,Autumn,Friday,19155
2019,Sep,07,Autumn,Monday,19863
2019,Sep,07,Autumn,Saturday,4637
2019,Sep,07,Autumn,Sunday,4194
2019,Sep,07,Autumn,Thursday,20785
2019,Sep,07,Autumn,Tuesday,20143
2019,Sep,07,Autumn,Wednesday,21981
2019,Sep,08,Autumn,Friday,33046
2019,Sep,08,Autumn,Monday,32433
2019,Sep,08,Autumn,Saturday,9250
2019,Sep,08,Autumn,Sunday,8675
2019,Sep,08,Autumn,Thursday,35187
2019,Sep,08,Autumn,Tuesday,34523
2019,Sep,08,Autumn,Wednesday,35920
2019,Sep,09,Autumn,Friday,23243
2019,Sep,09,Autumn,Monday,23015
2019,Sep,09,Autumn,Saturday,14869
2019,Sep,09,Autumn,Sunday,14453
2019,Sep,09,Autumn,Thursday,24384
2019,Sep,09,Autumn,Tuesday,23115
2019,Sep,09,Autumn,Wednesday,24197
2019,Sep,10,Autumn,Friday,14348
2019,Sep,10,Autumn,Monday,14688
2019,Sep,10,Autumn,Saturday,19564
2019,Sep,10,Autumn,Sunday,21041
2019,Sep,10,Autumn,Thursday,14090
2019,Sep,10,Autumn,Tuesday,13065
2019,Sep,10,Autumn,Wednesday,13703
2019,Sep,11,Autumn,Friday,14283
2019,Sep,11,Autumn,Monday,12697
2019,Sep,11,Autumn,Saturday,23797
2019,Sep,11,Autumn,Sunday,25638
2019,Sep,11,Autumn,Thursday,13249
2019,Sep,11,Autumn,Tuesday,12851
2019,Sep,11,Autumn,Wednesday,13122
2019,Sep,12,Autumn,Friday,16390
2019,Sep,12,Autumn,Monday,15060
2019,Sep,12,Autumn,Saturday,26249
2019,Sep,12,Autumn,Sunday,29594
2019,Sep,12,Autumn,Thursday,15357
2019,Sep,12,Autumn,Tuesday,14919
2019,Sep,12,Autumn,Wednesday,15428
2019,Sep,13,Autumn,Friday,15282
2019,Sep,13,Autumn,Monday,17394
2019,Sep,13,Autumn,Saturday,27905
2019,Sep,13,Autumn,Sunday,30564
2019,Sep,13,Autumn,Thursday,14767
2019,Sep,13,Autumn,Tuesday,15537
2019,Sep,13,Autumn,Wednesday,15509
2019,Sep,14,Autumn,Friday,17179
2019,Sep,14,Autumn,Monday,17097
2019,Sep,14,Autumn,Saturday,27789
2019,Sep,14,Autumn,Sunday,30864
2019,Sep,14,Autumn,Thursday,15867
2019,Sep,14,Autumn,Tuesday,16112
2019,Sep,14,Autumn,Wednesday,15997
2019,Sep,15,Autumn,Friday,17258
2019,Sep,15,Autumn,Monday,18620
2019,Sep,15,Autumn,Saturday,28036
2019,Sep,15,Autumn,Sunday,30778
2019,Sep,15,Autumn,Thursday,17409
2019,Sep,15,Autumn,Tuesday,17820
2019,Sep,15,Autumn,Wednesday,17413
2019,Sep,16,Autumn,Friday,21908
2019,Sep,16,Autumn,Monday,24627
2019,Sep,16,Autumn,Saturday,27363
2019,Sep,16,Autumn,Sunday,31186
2019,Sep,16,Autumn,Thursday,20667
2019,Sep,16,Autumn,Tuesday,23142
2019,Sep,16,Autumn,Wednesday,21908
2019,Sep,17,Autumn,Friday,32946
2019,Sep,17,Autumn,Monday,41613
2019,Sep,17,Autumn,Saturday,26540
2019,Sep,17,Autumn,Sunday,30985
2019,Sep,17,Autumn,Thursday,34222
2019,Sep,17,Autumn,Tuesday,40530
2019,Sep,17,Autumn,Wednesday,38896
2019,Sep,18,Autumn,Friday,29155
2019,Sep,18,Autumn,Monday,40190
2019,Sep,18,Autumn,Saturday,24441
2019,Sep,18,Autumn,Sunday,28299
2019,Sep,18,Autumn,Thursday,33576
2019,Sep,18,Autumn,Tuesday,40651
2019,Sep,18,Autumn,Wednesday,39543
2019,Sep,19,Autumn,Friday,18813
2019,Sep,19,Autumn,Monday,26898
2019,Sep,19,Autumn,Saturday,18924
2019,Sep,19,Autumn,Sunday,21446
2019,Sep,19,Autumn,Thursday,20450
2019,Sep,19,Autumn,Tuesday,26144
2019,Sep,19,Autumn,Wednesday,25257
2019,Sep,20,Autumn,Friday,12600
2019,Sep,20,Autumn,Monday,18169
2019,Sep,20,Autumn,Saturday,12956
2019,Sep,20,Autumn,Sunday,14381
2019,Sep,20,Autumn,Thursday,13948
2019,Sep,20,Autumn,Tuesday,17059
2019,Sep,20,Autumn,Wednesday,16918
2019,Sep,21,Autumn,Friday,9526
2019,Sep,21,Autumn,Monday,12383
2019,Sep,21,Autumn,Saturday,10778
2019,Sep,21,Autumn,Sunday,11011
2019,Sep,21,Autumn,Thursday,9577
2019,Sep,21,Autumn,Tuesday,11915
2019,Sep,21,Autumn,Wednesday,12211
2019,Sep,22,Autumn,Friday,7891
2019,Sep,22,Autumn,Monday,8468
2019,Sep,22,Autumn,Saturday,9156
2019,Sep,22,Autumn,Sunday,8234
2019,Sep,22,Autumn,Thursday,7754
2019,Sep,22,Autumn,Tuesday,8084
2019,Sep,22,Autumn,Wednesday,8258
2019,Sep,23,Autumn,Friday,6234
2019,Sep,23,Autumn,Monday,4733
2019,Sep,23,Autumn,Saturday,7647
2019,Sep,23,Autumn,Sunday,5243
2019,Sep,23,Autumn,Thursday,5278
2019,Sep,23,Autumn,Tuesday,4570
2019,Sep,23,Autumn,Wednesday,5052
2019,Oct,00,Autumn,Friday,2360
2019,Oct,00,Autumn,Monday,1631
2019,Oct,00,Autumn,Saturday,3815
2019,Oct,00,Autumn,Sunday,4252
2019,Oct,00,Autumn,Thursday,2172
2019,Oct,00,Autumn,Tuesday,2086
2019,Oct,00,Autumn,Wednesday,2106
2019,Oct,01,Autumn,Friday,1210
2019,Oct,01,Autumn,Monday,894
2019,Oct,01,Autumn,Saturday,2412
2019,Oct,01,Autumn,Sunday,3163
2019,Oct,01,Autumn,Thursday,892
2019,Oct,01,Autumn,Tuesday,983
2019,Oct,01,Autumn,Wednesday,1135
2019,Oct,02,Autumn,Friday,686
2019,Oct,02,Autumn,Monday,541
2019,Oct,02,Autumn,Saturday,1546
2019,Oct,02,Autumn,Sunday,1923
2019,Oct,02,Autumn,Thursday,525
2019,Oct,02,Autumn,Tuesday,542
2019,Oct,02,Autumn,Wednesday,641
2019,Oct,03,Autumn,Friday,405
2019,Oct,03,Autumn,Monday,345
2019,Oct,03,Autumn,Saturday,1054
2019,Oct,03,Autumn,Sunday,1280
2019,Oct,03,Autumn,Thursday,385
2019,Oct,03,Autumn,Tuesday,370
2019,Oct,03,Autumn,Wednesday,440
2019,Oct,04,Autumn,Friday,604
2019,Oct,04,Autumn,Monday,554
2019,Oct,04,Autumn,Saturday,680
2019,Oct,04,Autumn,Sunday,780
2019,Oct,04,Autumn,Thursday,570
2019,Oct,04,Autumn,Tuesday,768
2019,Oct,04,Autumn,Wednesday,745
2019,Oct,05,Autumn,Friday,2274
2019,Oct,05,Autumn,Monday,2433
2019,Oct,05,Autumn,Saturday,660
2019,Oct,05,Autumn,Sunday,591
2019,Oct,05,Autumn,Thursday,2416
2019,Oct,05,Autumn,Tuesday,3661
2019,Oct,05,Autumn,Wednesday,3447
2019,Oct,06,Autumn,Friday,7247
2019,Oct,06,Autumn,Monday,7409
2019,Oct,06,Autumn,Saturday,1661
2019,Oct,06,Autumn,Sunday,1116
2019,Oct,06,Autumn,Thursday,7616
2019,Oct,06,Autumn,Tuesday,11177
2019,Oct,06,Autumn,Wednesday,10558
2019,Oct,07,Autumn,Friday,17182
2019,Oct,07,Autumn,Monday,16466
2019,Oct,07,Autumn,Saturday,4082
2019,Oct,07,Autumn,Sunday,2239
2019,Oct,07,Autumn,Thursday,18141
2019,Oct,07,Autumn,Tuesday,22926
2019,Oct,07,Autumn,Wednesday,22371
2019,Oct,08,Autumn,Friday,31198
2019,Oct,08,Autumn,Monday,29460
2019,Oct,08,Autumn,Saturday,7842
2019,Oct,08,Autumn,Sunday,4841
2019,Oct,08,Autumn,Thursday,29562
2019,Oct,08,Autumn,Tuesday,41027
2019,Oct,08,Autumn,Wednesday,39950
2019,Oct,09,Autumn,Friday,22521
2019,Oct,09,Autumn,Monday,20678
2019,Oct,09,Autumn,Saturday,12726
2019,Oct,09,Autumn,Sunday,8313
2019,Oct,09,Autumn,Thursday,20745
2019,Oct,09,Autumn,Tuesday,28221
2019,Oct,09,Autumn,Wednesday,26680
2019,Oct,10,Autumn,Friday,13769
2019,Oct,10,Autumn,Monday,12172
2019,Oct,10,Autumn,Saturday,16354
2019,Oct,10,Autumn,Sunday,11591
2019,Oct,10,Autumn,Thursday,13308
2019,Oct,10,Autumn,Tuesday,14555
2019,Oct,10,Autumn,Wednesday,12938
2019,Oct,11,Autumn,Friday,13335
2019,Oct,11,Autumn,Monday,12075
2019,Oct,11,Autumn,Saturday,20008
2019,Oct,11,Autumn,Sunday,14282
2019,Oct,11,Autumn,Thursday,10982
2019,Oct,11,Autumn,Tuesday,13324
2019,Oct,11,Autumn,Wednesday,11838
2019,Oct,12,Autumn,Friday,15764
2019,Oct,12,Autumn,Monday,14113
2019,Oct,12,Autumn,Saturday,22692
2019,Oct,12,Autumn,Sunday,15220
2019,Oct,12,Autumn,Thursday,13389
2019,Oct,12,Autumn,Tuesday,14997
2019,Oct,12,Autumn,Wednesday,13855
2019,Oct,13,Autumn,Friday,16231
2019,Oct,13,Autumn,Monday,14937
2019,Oct,13,Autumn,Saturday,23982
2019,Oct,13,Autumn,Sunday,13430
2019,Oct,13,Autumn,Thursday,14759
2019,Oct,13,Autumn,Tuesday,15731
2019,Oct,13,Autumn,Wednesday,13858
2019,Oct,14,Autumn,Friday,17537
2019,Oct,14,Autumn,Monday,15823
2019,Oct,14,Autumn,Saturday,24357
2019,Oct,14,Autumn,Sunday,13445
2019,Oct,14,Autumn,Thursday,16216
2019,Oct,14,Autumn,Tuesday,16283
2019,Oct,14,Autumn,Wednesday,13997
2019,Oct,15,Autumn,Friday,19161
2019,Oct,15,Autumn,Monday,17328
2019,Oct,15,Autumn,Saturday,24739
2019,Oct,15,Autumn,Sunday,14425
2019,Oct,15,Autumn,Thursday,18100
2019,Oct,15,Autumn,Tuesday,18763
2019,Oct,15,Autumn,Wednesday,14368
2019,Oct,16,Autumn,Friday,24340
2019,Oct,16,Autumn,Monday,21761
2019,Oct,16,Autumn,Saturday,24345
2019,Oct,16,Autumn,Sunday,15728
2019,Oct,16,Autumn,Thursday,21925
2019,Oct,16,Autumn,Tuesday,22076
2019,Oct,16,Autumn,Wednesday,19281
2019,Oct,17,Autumn,Friday,34900
2019,Oct,17,Autumn,Monday,36525
2019,Oct,17,Autumn,Saturday,21832
2019,Oct,17,Autumn,Sunday,15649
2019,Oct,17,Autumn,Thursday,35151
2019,Oct,17,Autumn,Tuesday,36628
2019,Oct,17,Autumn,Wednesday,32765
2019,Oct,18,Autumn,Friday,27933
2019,Oct,18,Autumn,Monday,35056
2019,Oct,18,Autumn,Saturday,18086
2019,Oct,18,Autumn,Sunday,12497
2019,Oct,18,Autumn,Thursday,34279
2019,Oct,18,Autumn,Tuesday,36345
2019,Oct,18,Autumn,Wednesday,27833
2019,Oct,19,Autumn,Friday,17301
2019,Oct,19,Autumn,Monday,20368
2019,Oct,19,Autumn,Saturday,13316
2019,Oct,19,Autumn,Sunday,8826
2019,Oct,19,Autumn,Thursday,22533
2019,Oct,19,Autumn,Tuesday,21243
2019,Oct,19,Autumn,Wednesday,18607
2019,Oct,20,Autumn,Friday,11152
2019,Oct,20,Autumn,Monday,11875
2019,Oct,20,Autumn,Saturday,9350
2019,Oct,20,Autumn,Sunday,7000
2019,Oct,20,Autumn,Thursday,15656
2019,Oct,20,Autumn,Tuesday,14420
2019,Oct,20,Autumn,Wednesday,13778
2019,Oct,21,Autumn,Friday,8139
2019,Oct,21,Autumn,Monday,8808
2019,Oct,21,Autumn,Saturday,7496
2019,Oct,21,Autumn,Sunday,5624
2019,Oct,21,Autumn,Thursday,11232
2019,Oct,21,Autumn,Tuesday,10620
2019,Oct,21,Autumn,Wednesday,10090
2019,Oct,22,Autumn,Friday,6662
2019,Oct,22,Autumn,Monday,5807
2019,Oct,22,Autumn,Saturday,6456
2019,Oct,22,Autumn,Sunday,4319
2019,Oct,22,Autumn,Thursday,8241
2019,Oct,22,Autumn,Tuesday,7627
2019,Oct,22,Autumn,Wednesday,7423
2019,Oct,23,Autumn,Friday,5559
2019,Oct,23,Autumn,Monday,3077
2019,Oct,23,Autumn,Saturday,5343
2019,Oct,23,Autumn,Sunday,2923
2019,Oct,23,Autumn,Thursday,5537
2019,Oct,23,Autumn,Tuesday,4568
2019,Oct,23,Autumn,Wednesday,4699
2019,Nov,00,Autumn,Friday,2067
2019,Nov,00,Autumn,Monday,1020
2019,Nov,00,Autumn,Saturday,2677
2019,Nov,00,Autumn,Sunday,2166
2019,Nov,00,Autumn,Thursday,1465
2019,Nov,00,Autumn,Tuesday,1208
2019,Nov,00,Autumn,Wednesday,1422
2019,Nov,01,Autumn,Friday,965
2019,Nov,01,Autumn,Monday,543
2019,Nov,01,Autumn,Saturday,1737
2019,Nov,01,Autumn,Sunday,1262
2019,Nov,01,Autumn,Thursday,721
2019,Nov,01,Autumn,Tuesday,555
2019,Nov,01,Autumn,Wednesday,670
2019,Nov,02,Autumn,Friday,597
2019,Nov,02,Autumn,Monday,291
2019,Nov,02,Autumn,Saturday,1155
2019,Nov,02,Autumn,Sunday,789
2019,Nov,02,Autumn,Thursday,413
2019,Nov,02,Autumn,Tuesday,316
2019,Nov,02,Autumn,Wednesday,370
2019,Nov,03,Autumn,Friday,356
2019,Nov,03,Autumn,Monday,230
2019,Nov,03,Autumn,Saturday,749
2019,Nov,03,Autumn,Sunday,536
2019,Nov,03,Autumn,Thursday,280
2019,Nov,03,Autumn,Tuesday,251
2019,Nov,03,Autumn,Wednesday,285
2019,Nov,04,Autumn,Friday,560
2019,Nov,04,Autumn,Monday,438
2019,Nov,04,Autumn,Saturday,515
2019,Nov,04,Autumn,Sunday,373
2019,Nov,04,Autumn,Thursday,442
2019,Nov,04,Autumn,Tuesday,537
2019,Nov,04,Autumn,Wednesday,473
2019,Nov,05,Autumn,Friday,2006
2019,Nov,05,Autumn,Monday,1970
2019,Nov,05,Autumn,Saturday,527
2019,Nov,05,Autumn,Sunday,416
2019,Nov,05,Autumn,Thursday,1675
2019,Nov,05,Autumn,Tuesday,2432
2019,Nov,05,Autumn,Wednesday,2080
2019,Nov,06,Autumn,Friday,6542
2019,Nov,06,Autumn,Monday,6097
2019,Nov,06,Autumn,Saturday,1297
2019,Nov,06,Autumn,Sunday,770
2019,Nov,06,Autumn,Thursday,5524
2019,Nov,06,Autumn,Tuesday,7609
2019,Nov,06,Autumn,Wednesday,6713
2019,Nov,07,Autumn,Friday,14526
2019,Nov,07,Autumn,Monday,13946
2019,Nov,07,Autumn,Saturday,3200
2019,Nov,07,Autumn,Sunday,1972
2019,Nov,07,Autumn,Thursday,12151
2019,Nov,07,Autumn,Tuesday,14237
2019,Nov,07,Autumn,Wednesday,14507
2019,Nov,08,Autumn,Friday,26343
2019,Nov,08,Autumn,Monday,25108
2019,Nov,08,Autumn,Saturday,6418
2019,Nov,08,Autumn,Sunday,3905
2019,Nov,08,Autumn,Thursday,21506
2019,Nov,08,Autumn,Tuesday,23882
2019,Nov,08,Autumn,Wednesday,25026
2019,Nov,09,Autumn,Friday,19902
2019,Nov,09,Autumn,Monday,17440
2019,Nov,09,Autumn,Saturday,10217
2019,Nov,09,Autumn,Sunday,6663
2019,Nov,09,Autumn,Thursday,15435
2019,Nov,09,Autumn,Tuesday,16241
2019,Nov,09,Autumn,Wednesday,16660
2019,Nov,10,Autumn,Friday,12075
2019,Nov,10,Autumn,Monday,9727
2019,Nov,10,Autumn,Saturday,13133
2019,Nov,10,Autumn,Sunday,9483
2019,Nov,10,Autumn,Thursday,9105
2019,Nov,10,Autumn,Tuesday,9693
2019,Nov,10,Autumn,Wednesday,9707
2019,Nov,11,Autumn,Friday,11504
2019,Nov,11,Autumn,Monday,9429
2019,Nov,11,Autumn,Saturday,15772
2019,Nov,11,Autumn,Sunday,11030
2019,Nov,11,Autumn,Thursday,8703
2019,Nov,11,Autumn,Tuesday,9310
2019,Nov,11,Autumn,Wednesday,9106
2019,Nov,12,Autumn,Friday,11843
2019,Nov,12,Autumn,Monday,10940
2019,Nov,12,Autumn,Saturday,17880
2019,Nov,12,Autumn,Sunday,12791
2019,Nov,12,Autumn,Thursday,9542
2019,Nov,12,Autumn,Tuesday,10675
2019,Nov,12,Autumn,Wednesday,10796
2019,Nov,13,Autumn,Friday,12254
2019,Nov,13,Autumn,Monday,11143
2019,Nov,13,Autumn,Saturday,18065
2019,Nov,13,Autumn,Sunday,12661
2019,Nov,13,Autumn,Thursday,9872
2019,Nov,13,Autumn,Tuesday,10872
2019,Nov,13,Autumn,Wednesday,11008
2019,Nov,14,Autumn,Friday,14025
2019,Nov,14,Autumn,Monday,11646
2019,Nov,14,Autumn,Saturday,17888
2019,Nov,14,Autumn,Sunday,12690
2019,Nov,14,Autumn,Thursday,10255
2019,Nov,14,Autumn,Tuesday,11182
2019,Nov,14,Autumn,Wednesday,12114
2019,Nov,15,Autumn,Friday,15684
2019,Nov,15,Autumn,Monday,12324
2019,Nov,15,Autumn,Saturday,17766
2019,Nov,15,Autumn,Sunday,12406
2019,Nov,15,Autumn,Thursday,10996
2019,Nov,15,Autumn,Tuesday,12495
2019,Nov,15,Autumn,Wednesday,13293
2019,Nov,16,Autumn,Friday,19680
2019,Nov,16,Autumn,Monday,15398
2019,Nov,16,Autumn,Saturday,16513
2019,Nov,16,Autumn,Sunday,12515
2019,Nov,16,Autumn,Thursday,12776
2019,Nov,16,Autumn,Tuesday,15348
2019,Nov,16,Autumn,Wednesday,15196
2019,Nov,17,Autumn,Friday,25794
2019,Nov,17,Autumn,Monday,23412
2019,Nov,17,Autumn,Saturday,13647
2019,Nov,17,Autumn,Sunday,10746
2019,Nov,17,Autumn,Thursday,16394
2019,Nov,17,Autumn,Tuesday,24031
2019,Nov,17,Autumn,Wednesday,20552
2019,Nov,18,Autumn,Friday,20730
2019,Nov,18,Autumn,Monday,22201
2019,Nov,18,Autumn,Saturday,11309
2019,Nov,18,Autumn,Sunday,9192
2019,Nov,18,Autumn,Thursday,13697
2019,Nov,18,Autumn,Tuesday,22964
2019,Nov,18,Autumn,Wednesday,19482
2019,Nov,19,Autumn,Friday,13362
2019,Nov,19,Autumn,Monday,14097
2019,Nov,19,Autumn,Saturday,9431
2019,Nov,19,Autumn,Sunday,7155
2019,Nov,19,Autumn,Thursday,9425
2019,Nov,19,Autumn,Tuesday,15049
2019,Nov,19,Autumn,Wednesday,12893
2019,Nov,20,Autumn,Friday,8733
2019,Nov,20,Autumn,Monday,9000
2019,Nov,20,Autumn,Saturday,6974
2019,Nov,20,Autumn,Sunday,5604
2019,Nov,20,Autumn,Thursday,6920
2019,Nov,20,Autumn,Tuesday,10202
2019,Nov,20,Autumn,Wednesday,9147
2019,Nov,21,Autumn,Friday,6367
2019,Nov,21,Autumn,Monday,6371
2019,Nov,21,Autumn,Saturday,5265
2019,Nov,21,Autumn,Sunday,4279
2019,Nov,21,Autumn,Thursday,5514
2019,Nov,21,Autumn,Tuesday,7185
2019,Nov,21,Autumn,Wednesday,6659
2019,Nov,22,Autumn,Friday,5001
2019,Nov,22,Autumn,Monday,4218
2019,Nov,22,Autumn,Saturday,4315
2019,Nov,22,Autumn,Sunday,3165
2019,Nov,22,Autumn,Thursday,4492
2019,Nov,22,Autumn,Tuesday,4936
2019,Nov,22,Autumn,Wednesday,4735
2019,Nov,23,Autumn,Friday,3823
2019,Nov,23,Autumn,Monday,2341
2019,Nov,23,Autumn,Saturday,3623
2019,Nov,23,Autumn,Sunday,2051
2019,Nov,23,Autumn,Thursday,2990
2019,Nov,23,Autumn,Tuesday,2803
2019,Nov,23,Autumn,Wednesday,2746
2019,Dec,00,Winter,Friday,1387
2019,Dec,00,Winter,Monday,873
2019,Dec,00,Winter,Saturday,1430
2019,Dec,00,Winter,Sunday,2566
2019,Dec,00,Winter,Thursday,921
2019,Dec,00,Winter,Tuesday,971
2019,Dec,00,Winter,Wednesday,955
2019,Dec,01,Winter,Friday,691
2019,Dec,01,Winter,Monday,464
2019,Dec,01,Winter,Saturday,929
2019,Dec,01,Winter,Sunday,1538
2019,Dec,01,Winter,Thursday,499
2019,Dec,01,Winter,Tuesday,554
2019,Dec,01,Winter,Wednesday,487
2019,Dec,02,Winter,Friday,407
2019,Dec,02,Winter,Monday,295
2019,Dec,02,Winter,Saturday,575
2019,Dec,02,Winter,Sunday,1086
2019,Dec,02,Winter,Thursday,282
2019,Dec,02,Winter,Tuesday,365
2019,Dec,02,Winter,Wednesday,294
2019,Dec,03,Winter,Friday,297
2019,Dec,03,Winter,Monday,260
2019,Dec,03,Winter,Saturday,430
2019,Dec,03,Winter,Sunday,725
2019,Dec,03,Winter,Thursday,192
2019,Dec,03,Winter,Tuesday,241
2019,Dec,03,Winter,Wednesday,206
2019,Dec,04,Winter,Friday,343
2019,Dec,04,Winter,Monday,300
2019,Dec,04,Winter,Saturday,309
2019,Dec,04,Winter,Sunday,504
2019,Dec,04,Winter,Thursday,321
2019,Dec,04,Winter,Tuesday,378
2019,Dec,04,Winter,Wednesday,290
2019,Dec,05,Winter,Friday,1256
2019,Dec,05,Winter,Monday,1266
2019,Dec,05,Winter,Saturday,264
2019,Dec,05,Winter,Sunday,366
2019,Dec,05,Winter,Thursday,1238
2019,Dec,05,Winter,Tuesday,1358
2019,Dec,05,Winter,Wednesday,1145
2019,Dec,06,Winter,Friday,3956
2019,Dec,06,Winter,Monday,3738
2019,Dec,06,Winter,Saturday,673
2019,Dec,06,Winter,Sunday,705
2019,Dec,06,Winter,Thursday,3973
2019,Dec,06,Winter,Tuesday,4227
2019,Dec,06,Winter,Wednesday,3534
2019,Dec,07,Winter,Friday,8887
2019,Dec,07,Winter,Monday,7492
2019,Dec,07,Winter,Saturday,1832
2019,Dec,07,Winter,Sunday,1733
2019,Dec,07,Winter,Thursday,8625
2019,Dec,07,Winter,Tuesday,8489
2019,Dec,07,Winter,Wednesday,7811
2019,Dec,08,Winter,Friday,15966
2019,Dec,08,Winter,Monday,11340
2019,Dec,08,Winter,Saturday,3565
2019,Dec,08,Winter,Sunday,3433
2019,Dec,08,Winter,Thursday,15557
2019,Dec,08,Winter,Tuesday,15023
2019,Dec,08,Winter,Wednesday,13088
2019,Dec,09,Winter,Friday,12317
2019,Dec,09,Winter,Monday,8868
2019,Dec,09,Winter,Saturday,5947
2019,Dec,09,Winter,Sunday,6121
2019,Dec,09,Winter,Thursday,11276
2019,Dec,09,Winter,Tuesday,11589
2019,Dec,09,Winter,Wednesday,10085
2019,Dec,10,Winter,Friday,7833
2019,Dec,10,Winter,Monday,5966
2019,Dec,10,Winter,Saturday,7899
2019,Dec,10,Winter,Sunday,8857
2019,Dec,10,Winter,Thursday,6565
2019,Dec,10,Winter,Tuesday,7856
2019,Dec,10,Winter,Wednesday,6352
2019,Dec,11,Winter,Friday,7938
2019,Dec,11,Winter,Monday,6200
2019,Dec,11,Winter,Saturday,9550
2019,Dec,11,Winter,Sunday,10195
2019,Dec,11,Winter,Thursday,6012
2019,Dec,11,Winter,Tuesday,8114
2019,Dec,11,Winter,Wednesday,6044
2019,Dec,12,Winter,Friday,9020
2019,Dec,12,Winter,Monday,7014
2019,Dec,12,Winter,Saturday,10350
2019,Dec,12,Winter,Sunday,11302
2019,Dec,12,Winter,Thursday,7014
2019,Dec,12,Winter,Tuesday,7984
2019,Dec,12,Winter,Wednesday,7038
2019,Dec,13,Winter,Friday,9146
2019,Dec,13,Winter,Monday,7304
2019,Dec,13,Winter,Saturday,9953
2019,Dec,13,Winter,Sunday,10587
2019,Dec,13,Winter,Thursday,7145
2019,Dec,13,Winter,Tuesday,8729
2019,Dec,13,Winter,Wednesday,7306
2019,Dec,14,Winter,Friday,9661
2019,Dec,14,Winter,Monday,6814
2019,Dec,14,Winter,Saturday,10109
2019,Dec,14,Winter,Sunday,10458
2019,Dec,14,Winter,Thursday,7921
2019,Dec,14,Winter,Tuesday,9854
2019,Dec,14,Winter,Wednesday,7765
2019,Dec,15,Winter,Friday,9437
2019,Dec,15,Winter,Monday,7088
2019,Dec,15,Winter,Saturday,10517
2019,Dec,15,Winter,Sunday,9971
2019,Dec,15,Winter,Thursday,8704
2019,Dec,15,Winter,Tuesday,10324
2019,Dec,15,Winter,Wednesday,8284
2019,Dec,16,Winter,Friday,10347
2019,Dec,16,Winter,Monday,8079
2019,Dec,16,Winter,Saturday,9263
2019,Dec,16,Winter,Sunday,8931
2019,Dec,16,Winter,Thursday,10123
2019,Dec,16,Winter,Tuesday,10776
2019,Dec,16,Winter,Wednesday,8645
2019,Dec,17,Winter,Friday,11931
2019,Dec,17,Winter,Monday,11268
2019,Dec,17,Winter,Saturday,7454
2019,Dec,17,Winter,Sunday,7129
2019,Dec,17,Winter,Thursday,14124
2019,Dec,17,Winter,Tuesday,13771
2019,Dec,17,Winter,Wednesday,12616
2019,Dec,18,Winter,Friday,10267
2019,Dec,18,Winter,Monday,10583
2019,Dec,18,Winter,Saturday,6833
2019,Dec,18,Winter,Sunday,6099
2019,Dec,18,Winter,Thursday,13131
2019,Dec,18,Winter,Tuesday,12466
2019,Dec,18,Winter,Wednesday,12379
2019,Dec,19,Winter,Friday,6884
2019,Dec,19,Winter,Monday,7015
2019,Dec,19,Winter,Saturday,5910
2019,Dec,19,Winter,Sunday,4960
2019,Dec,19,Winter,Thursday,8780
2019,Dec,19,Winter,Tuesday,9206
2019,Dec,19,Winter,Wednesday,8152
2019,Dec,20,Winter,Friday,4523
2019,Dec,20,Winter,Monday,4877
2019,Dec,20,Winter,Saturday,4446
2019,Dec,20,Winter,Sunday,4031
2019,Dec,20,Winter,Thursday,6104
2019,Dec,20,Winter,Tuesday,6075
2019,Dec,20,Winter,Wednesday,5357
2019,Dec,21,Winter,Friday,3286
2019,Dec,21,Winter,Monday,3477
2019,Dec,21,Winter,Saturday,3582
2019,Dec,21,Winter,Sunday,3253
2019,Dec,21,Winter,Thursday,4627
