year,month,age,usertype,count,mean
2019,Feb,57,Subscriber,12629,12.01012880407529
2019,Feb,58,Customer,63,21.63201058201058
2019,Feb,58,Subscriber,10882,11.93327972799121
2019,Feb,59,Customer,75,26.17888888888889
2019,Feb,59,Subscriber,11021,11.91364667453045
2019,Feb,60,Customer,34,127.18578431372552
2019,Feb,60,Subscriber,9051,12.207890472507712
2019,Feb,61,Customer,34,25.29117647058823
2019,Feb,61,Subscriber,8604,11.950174337517383
2019,Feb,62,Customer,41,14.36178861788618
2019,Feb,62,Subscriber,7330,12.859445202364654
2019,Feb,63,Customer,23,19.947101449275365
2019,Feb,63,Subscriber,6992,12.941783466819203
2019,Feb,64,Customer,20,26.107499999999998
2019,Feb,64,Subscriber,5182,12.592451434452624
2019,Feb,65,Customer,8,36.79166666666667
2019,Feb,65,Subscriber,5068,11.995764272559875
2019,Feb,66,Customer,26,11.349358974358971
2019,Feb,66,Subscriber,4553,11.068464016399465
2019,Feb,67,Customer,1,28.35
2019,Feb,67,Subscriber,2874,11.4707202505219
2019,Feb,68,Customer,4,24.275000000000002
2019,Feb,68,Subscriber,2829,14.338800518439985
2019,Feb,69,Customer,30,19.609444444444442
2019,Feb,69,Subscriber,2226,11.964278227014097
2019,Feb,70,Customer,9,11.046296296296298
2019,Feb,70,Subscriber,1453,12.177081899518248
2019,Feb,71,Customer,2,17.28333333333333
2019,Feb,71,Subscriber,1457,12.794349119194692
2019,Feb,72,Subscriber,1490,17.768937360178953
2019,Feb,73,Customer,1,14.516666666666667
2019,Feb,73,Subscriber,1148,13.997662601626022
2019,Feb,74,Customer,1,36.9
2019,Feb,74,Subscriber,575,8.692492753623183
2019,Feb,75,Subscriber,459,13.264851125635424
2019,Feb,76,Subscriber,547,12.448446069469858
2019,Feb,77,Subscriber,705,14.983735224586303
2019,Feb,78,Customer,3,29.577777777777783
2019,Feb,78,Subscriber,424,16.589308176100626
2019,Feb,79,Subscriber,210,9.53047619047619
2019,Feb,80,Subscriber,63,18.643386243386246
2019,Feb,81,Subscriber,167,9.45309381237525
2019,Feb,82,Subscriber,248,15.263037634408608
2019,Feb,83,Subscriber,178,4.470692883895132
2019,Feb,84,Subscriber,71,31.174178403755864
2019,Feb,85,Subscriber,32,9.395312500000001
2019,Feb,86,Subscriber,15,9.934444444444443
2019,Feb,87,Subscriber,21,7.893650793650791
2019,Feb,88,Subscriber,1,7.916666666666667
2019,Feb,89,Subscriber,18,18.65370370370371
2019,Feb,91,Subscriber,7,6.511904761904762
2019,Feb,95,Subscriber,67,11.288805970149257
2019,Feb,98,Subscriber,20,4.591666666666666
2019,Feb,100,Subscriber,2,29.491666666666667
2019,Feb,101,Subscriber,2,7.683333333333334
2019,Feb,102,Subscriber,8,13.466666666666665
2019,Feb,103,Subscriber,15,5.185555555555555
2019,Feb,107,Subscriber,6,16.86388888888889
2019,Feb,109,Subscriber,17,4.094117647058824
2019,Feb,110,Subscriber,7,21.088095238095235
2019,Feb,112,Subscriber,4,15.595833333333333
2019,Feb,118,Subscriber,46,18.434057971014493
2019,Feb,119,Customer,2,27.25
2019,Feb,119,Subscriber,151,7.665011037527592
2019,Feb,120,Subscriber,19,21.133333333333333
2019,Feb,122,Subscriber,2,17.908333333333335
2019,Feb,123,Subscriber,50,7.025333333333332
2019,Feb,124,Subscriber,18,7.4074074074074066
2019,Feb,125,Subscriber,1,9.35
2019,Feb,129,Subscriber,48,13.001736111111114
2019,Feb,130,Subscriber,2,13.6
2019,Feb,131,Subscriber,46,9.84673913043478
2019,Feb,132,Subscriber,23,16.80217391304348
2019,Feb,133,Subscriber,34,14.24607843137255
2019,Feb,134,Subscriber,4,11.670833333333334
2019,Mar,16,Customer,41,64.51463414634145
2019,Mar,16,Subscriber,41,15.321138211382115
2019,Mar,17,Customer,480,29.178645833333334
2019,Mar,17,Subscriber,668,13.690568862275455
2019,Mar,18,Customer,476,27.9658963585434
2019,Mar,18,Subscriber,2531,11.018444620044752
2019,Mar,19,Customer,1591,35.38437041692852
2019,Mar,19,Subscriber,3867,13.385005602965277
2019,Mar,20,Customer,2164,39.988662969809006
2019,Mar,20,Subscriber,6414,14.638119738072978
2019,Mar,21,Customer,1782,42.46060606060607
2019,Mar,21,Subscriber,7459,13.86133083076374
2019,Mar,22,Customer,2032,29.18973097112856
2019,Mar,22,Subscriber,10426,12.992018351557062
2019,Mar,23,Customer,2777,35.97612531508821
2019,Mar,23,Subscriber,14195,14.59697898320997
2019,Mar,24,Customer,3450,32.938173913043464
2019,Mar,24,Subscriber,25560,12.568012519561771
2019,Mar,25,Customer,3113,32.700621051504456
2019,Mar,25,Subscriber,32645,12.626689641088463
2019,Mar,26,Customer,3111,26.643871209686
2019,Mar,26,Subscriber,42607,12.385924065685604
2019,Mar,27,Customer,3130,32.721043663471846
2019,Mar,27,Subscriber,45717,13.387481680775148
2019,Mar,28,Customer,3059,25.92128146453084
2019,Mar,28,Subscriber,48640,12.462909128289526
2019,Mar,29,Customer,2796,31.507910109680516
2019,Mar,29,Subscriber,50143,12.584504317651565
2019,Mar,30,Customer,3343,42.55092731079869
2019,Mar,30,Subscriber,49998,12.302890782297842
2019,Mar,31,Customer,2931,32.004469464346684
2019,Mar,31,Subscriber,48998,12.667015320353228
2019,Mar,32,Customer,2680,39.104402985074756
2019,Mar,32,Subscriber,45433,12.764862544846197
2019,Mar,33,Customer,1872,29.510728276353248
2019,Mar,33,Subscriber,42523,14.027158243773929
2019,Mar,34,Customer,1631,26.719139587165333
2019,Mar,34,Subscriber,42293,12.553091922225176
2019,Mar,35,Customer,1470,30.74819727891158
2019,Mar,35,Subscriber,40350,12.608981412639338
2019,Mar,36,Customer,1382,26.705680173661346
2019,Mar,36,Subscriber,36230,11.73301039654056
2019,Mar,37,Customer,1126,24.39712847838959
2019,Mar,37,Subscriber,34131,13.460471907259217
2019,Mar,38,Customer,1085,22.998325652841768
2019,Mar,38,Subscriber,33204,12.428892101353167
2019,Mar,39,Customer,802,50.483458021612584
2019,Mar,39,Subscriber,30893,12.626912245492605
2019,Mar,40,Customer,865,25.853949903660887
2019,Mar,40,Subscriber,29399,12.591605156637982
2019,Mar,41,Customer,762,41.06041119860014
2019,Mar,41,Subscriber,25183,11.629899800129726
2019,Mar,42,Customer,748,29.444318181818225
2019,Mar,42,Subscriber,24478,13.485243892474763
2019,Mar,43,Customer,642,24.765264797507786
2019,Mar,43,Subscriber,24558,12.554048918207243
2019,Mar,44,Customer,583,46.473013150371656
2019,Mar,44,Subscriber,23937,12.780814220662572
2019,Mar,45,Customer,448,32.245200892857135
2019,Mar,45,Subscriber,23090,11.689727876425605
2019,Mar,46,Customer,521,54.09942418426107
2019,Mar,46,Subscriber,21988,11.652159511248588
2019,Mar,47,Customer,501,30.761610113107107
2019,Mar,47,Subscriber,23024,15.282602212184269
2019,Mar,48,Customer,494,28.949898785425106
2019,Mar,48,Subscriber,22763,11.671674793890695
2019,Mar,49,Customer,654,35.48837920489299
2019,Mar,49,Subscriber,23800,13.315747198879434
2019,Mar,50,Customer,48324,44.4667346108212
2019,Mar,50,Subscriber,36140,12.118865061796654
2019,Mar,51,Customer,574,24.718321718931474
2019,Mar,51,Subscriber,20946,12.17589754607086
2019,Mar,52,Customer,424,34.728341194968564
2019,Mar,52,Subscriber,20400,11.686680555555625
2019,Mar,53,Customer,461,138.86724511930592
2019,Mar,53,Subscriber,19324,12.178500827985928
2019,Mar,54,Customer,366,29.184289617486336
2019,Mar,54,Subscriber,18737,11.97689953923608
2019,Mar,55,Customer,342,26.435818713450317
2019,Mar,55,Subscriber,19111,11.801213960546146
2019,Mar,56,Customer,323,29.141640866873082
2019,Mar,56,Subscriber,17128,11.498313677409326
2019,Mar,57,Customer,200,35.50975000000001
2019,Mar,57,Subscriber,16874,11.785402591758567
2019,Mar,58,Customer,166,41.01626506024098
2019,Mar,58,Subscriber,14308,11.969045289348513
2019,Mar,59,Customer,145,35.16666666666667
2019,Mar,59,Subscriber,14520,12.131383149678546
2019,Mar,60,Customer,185,30.91882882882883
2019,Mar,60,Subscriber,12010,12.755234526783218
2019,Mar,61,Customer,133,42.02055137844613
2019,Mar,61,Subscriber,11114,11.952762281806756
2019,Mar,62,Customer,131,28.565903307888046
2019,Mar,62,Subscriber,9880,12.897198043184874
2019,Mar,63,Customer,68,26.20392156862746
2019,Mar,63,Subscriber,9409,12.543077549863641
2019,Mar,64,Customer,67,47.9092039800995
2019,Mar,64,Subscriber,6917,12.982294829164852
2019,Mar,65,Customer,41,31.258130081300813
2019,Mar,65,Subscriber,7003,13.989216526250662
2019,Mar,66,Customer,5,43.05333333333333
2019,Mar,66,Subscriber,6675,12.588377028714097
2019,Mar,67,Customer,37,23.864414414414426
2019,Mar,67,Subscriber,3757,14.711613876319728
2019,Mar,68,Customer,25,31.129333333333328
2019,Mar,68,Subscriber,3736,13.4894227337616
2019,Mar,69,Customer,12,36.330555555555556
2019,Mar,69,Subscriber,2883,12.171389756041185
2019,Mar,70,Customer,17,22.49607843137255
2019,Mar,70,Subscriber,1871,12.46956173169428
2019,Mar,71,Customer,10,39.45166666666667
2019,Mar,71,Subscriber,2170,11.08495391705068
2019,Mar,72,Customer,5,18.79
2019,Mar,72,Subscriber,1857,14.251570633638494
2019,Mar,73,Customer,14,13.403571428571428
2019,Mar,73,Subscriber,1482,13.348369320737758
2019,Mar,74,Customer,1,41.96666666666667
2019,Mar,74,Subscriber,787,9.852731893265569
2019,Mar,75,Subscriber,641,12.602548101924075
2019,Mar,76,Customer,1,23.2
2019,Mar,76,Subscriber,775,13.966666666666672
2019,Mar,77,Customer,14,18.371428571428574
2019,Mar,77,Subscriber,799,11.925073007926573
2019,Mar,78,Subscriber,594,12.8733445566779
2019,Mar,79,Subscriber,276,9.298188405797099
2019,Mar,80,Subscriber,120,15.946111111111106
2019,Mar,81,Subscriber,203,10.64310344827586
2019,Mar,82,Customer,6,19.230555555555554
2019,Mar,82,Subscriber,338,17.61839250493096
2019,Mar,83,Subscriber,177,4.687758945386062
2019,Mar,84,Subscriber,74,22.155855855855858
2019,Mar,85,Subscriber,42,9.714285714285714
2019,Mar,86,Subscriber,34,6.462254901960785
2019,Mar,87,Subscriber,40,8.059999999999999
2019,Mar,88,Subscriber,2,65.60833333333333
2019,Mar,89,Subscriber,58,15.351149425287357
2019,Mar,90,Subscriber,1,11.7
2019,Mar,91,Subscriber,19,9.962280701754386
2019,Mar,92,Customer,4,23.545833333333334
2019,Mar,95,Subscriber,32,13.454166666666667
2019,Mar,96,Subscriber,6,5.113888888888889
2019,Mar,98,Subscriber,26,4.765384615384614
2019,Mar,99,Subscriber,3,12.488888888888889
2019,Mar,100,Subscriber,14,27.569047619047616
2019,Mar,101,Subscriber,7,8.554761904761905
2019,Mar,102,Subscriber,33,10.925252525252525
2019,Mar,103,Subscriber,13,5.430769230769231
2019,Mar,107,Subscriber,15,19.86
2019,Mar,108,Customer,4,22.308333333333334
2019,Mar,109,Subscriber,22,5.922727272727273
2019,Mar,110,Subscriber,7,37.82142857142857
2019,Mar,112,Subscriber,9,13.053703703703706
2019,Mar,113,Customer,1,26.85
2019,Mar,118,Subscriber,58,17.494540229885057
2019,Mar,119,Customer,4,16.545833333333334
2019,Mar,119,Subscriber,316,7.96102320675106
2019,Mar,120,Subscriber,18,20.407407407407405
2019,Mar,122,Subscriber,10,15.536666666666667
2019,Mar,123,Subscriber,52,7.047756410256413
2019,Mar,124,Subscriber,17,9.10686274509804
2019,Mar,125,Subscriber,4,5.304166666666667
2019,Mar,129,Subscriber,79,10.27278481012658
2019,Mar,130,Subscriber,4,5.6499999999999995
2019,Mar,131,Subscriber,66,11.858838383838382
2019,Mar,132,Subscriber,47,16.331560283687946
2019,Mar,133,Subscriber,21,24.654761904761898
2019,Mar,134,Subscriber,5,11.913333333333332
2019,Mar,162,Customer,6,21.144444444444442
2019,Apr,16,Customer,259,27.412998712998704
2019,Apr,16,Subscriber,60,16.508055555555554
2019,Apr,17,Customer,1173,31.13621767547597
2019,Apr,17,Subscriber,1054,15.169750158127787
2019,Apr,18,Customer,1584,31.643581649831642
2019,Apr,18,Subscriber,3441,15.361740773031096
2019,Apr,19,Customer,3471,37.29468933064429
2019,Apr,19,Subscriber,4922,15.068759311932801
2019,Apr,20,Customer,3240,28.71169238683133
2019,Apr,20,Subscriber,8630,15.148974507531868
2019,Apr,21,Customer,2936,42.60953110808354
2019,Apr,21,Subscriber,10519,12.801354691510587
2019,Apr,22,Customer,3419,31.94532026908458
2019,Apr,22,Subscriber,12959,14.572571186048238
2019,Apr,23,Customer,5196,35.960623556582036
2019,Apr,23,Subscriber,20189,14.343181930754293
2019,Apr,24,Customer,6766,28.50486008473737
2019,Apr,24,Subscriber,36289,15.319202788723876
2019,Apr,25,Customer,7058,28.554101728534985
2019,Apr,25,Subscriber,46147,15.564938493654335
2019,Apr,26,Customer,6311,34.46436380922213
2019,Apr,26,Subscriber,56246,14.989199824580176
2019,Apr,27,Customer,6848,28.324768788940766
2019,Apr,27,Subscriber,61905,15.697476240476076
2019,Apr,28,Customer,5802,27.929130759508208
2019,Apr,28,Subscriber,63300,15.187844918377982
2019,Apr,29,Customer,5950,35.527588235294125
2019,Apr,29,Subscriber,65930,14.708432681126455
2019,Apr,30,Customer,7419,57.36937817315891
2019,Apr,30,Subscriber,65311,14.700674465250772
2019,Apr,31,Customer,5903,28.259184595403504
2019,Apr,31,Subscriber,65129,14.981569654071189
2019,Apr,32,Customer,4573,31.280785771557692
2019,Apr,32,Subscriber,59636,15.143873107966053
2019,Apr,33,Customer,3656,33.09431072210067
2019,Apr,33,Subscriber,54622,14.348177779404997
2019,Apr,34,Customer,3264,34.975944648692796
2019,Apr,34,Subscriber,52883,13.81135462561998
2019,Apr,35,Customer,3038,63.32792955892046
2019,Apr,35,Subscriber,50931,14.158409089421577
2019,Apr,36,Customer,3109,82.43084593116761
2019,Apr,36,Subscriber,45514,14.890055074628952
2019,Apr,37,Customer,2264,30.326597467608998
2019,Apr,37,Subscriber,43339,13.482261934977844
2019,Apr,38,Customer,2471,26.634028058815648
2019,Apr,38,Subscriber,40860,14.679020639582362
2019,Apr,39,Customer,1909,35.81512135498517
2019,Apr,39,Subscriber,37088,15.166866192119626
2019,Apr,40,Customer,2070,31.609355877616753
2019,Apr,40,Subscriber,36174,14.269514476327442
2019,Apr,41,Customer,1475,33.10463276836164
2019,Apr,41,Subscriber,31171,14.27408328253832
2019,Apr,42,Customer,1299,37.792314600975054
2019,Apr,42,Subscriber,30026,14.138844667954448
2019,Apr,43,Customer,1392,47.90010775862063
2019,Apr,43,Subscriber,30155,14.475775161664698
2019,Apr,44,Customer,1194,28.546426577331108
2019,Apr,44,Subscriber,28400,13.855877934272256
2019,Apr,45,Customer,1193,32.50001397038283
2019,Apr,45,Subscriber,26995,14.00166574056936
2019,Apr,46,Customer,1271,27.047246262785244
2019,Apr,46,Subscriber,26455,16.077943047943002
2019,Apr,47,Customer,1043,35.7724672419303
2019,Apr,47,Subscriber,27091,13.429209577596481
2019,Apr,48,Customer,1150,29.00949275362323
2019,Apr,48,Subscriber,26654,14.596586503589187
2019,Apr,49,Customer,1282,36.90019500780036
2019,Apr,49,Subscriber,29694,14.002851305538652
2019,Apr,50,Customer,109707,41.65491415011523
2019,Apr,50,Subscriber,43503,14.663137025032714
2019,Apr,51,Customer,1226,27.348776508972296
2019,Apr,51,Subscriber,24759,14.186400231565667
2019,Apr,52,Customer,965,35.43155440414503
2019,Apr,52,Subscriber,25238,12.302823784240678
2019,Apr,53,Customer,826,27.955508474576284
2019,Apr,53,Subscriber,22143,12.674618013217042
2019,Apr,54,Customer,782,25.835208866155174
2019,Apr,54,Subscriber,22455,13.134822237066778
2019,Apr,55,Customer,868,29.49531490015363
2019,Apr,55,Subscriber,22271,14.13373894302009
2019,Apr,56,Customer,599,32.850055648302735
2019,Apr,56,Subscriber,20771,13.758712467703386
2019,Apr,57,Customer,568,79.19612676056339
