year,month,stationid,startstatname,start station latitude,start station longitude,starttrips,endstatname,end station latitude,end station longitude,endtrips
2019.0,Feb,3593.0,31 St & Broadway,40.761584,-73.925921,508.0,31 St & Broadway,40.761584,-73.925921,515
2019.0,Feb,3595.0,35 St & Broadway,40.760339,-73.9222427,165.0,35 St & Broadway,40.760339,-73.9222427,164
2019.0,Feb,3596.0,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,99.0,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,118
2019.0,Feb,3597.0,43 St & Broadway,40.7577284,-73.9166368,316.0,43 St & Broadway,40.7577284,-73.9166368,321
2019.0,Feb,3598.0,Newton Rd & 44 St,40.7595701,-73.91426779999999,161.0,Newton Rd & 44 St,40.7595701,-73.91426779999999,168
2019.0,Feb,3599.0,Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999,475.0,Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999,479
2019.0,Feb,3601.0,Sterling St & Bedford Ave,40.6627059,-73.9569115,123.0,Sterling St & Bedford Ave,40.6627059,-73.9569115,129
2019.0,Feb,3602.0,31 Ave & 34 St,40.763154,-73.920827,347.0,31 Ave & 34 St,40.763154,-73.920827,341
2019.0,Feb,3603.0,31 Ave & 30 St,40.7647,-73.9240312,193.0,31 Ave & 30 St,40.7647,-73.9240312,193
2019.0,Feb,3604.0,Rogers Ave & Sterling St,40.6630619,-73.95387459999999,199.0,Rogers Ave & Sterling St,40.6630619,-73.95387459999999,208
2019.0,Feb,3605.0,31 Ave & Crescent St,40.765834600000005,-73.9265474,194.0,31 Ave & Crescent St,40.765834600000005,-73.9265474,193
2019.0,Feb,3606.0,49 Ave & 21 St,40.74252,-73.948852,215.0,49 Ave & 21 St,40.74252,-73.948852,224
2019.0,Feb,3607.0,31 Ave & 14 St,40.7682,-73.9322662,147.0,31 Ave & 14 St,40.7682,-73.9322662,154
2019.0,Feb,3608.0,5 St & 51 Ave,40.7423737,-73.9566,145.0,5 St & 51 Ave,40.7423737,-73.9566,155
2019.0,Feb,3609.0,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001,193.0,Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001,206
2019.0,Feb,3610.0,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,217.0,Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,238
2019.0,Feb,3611.0,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,388.0,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,396
2019.0,Feb,3612.0,30 Ave & 21 St,40.77037429999999,-73.9286078,125.0,30 Ave & 21 St,40.77037429999999,-73.9286078,125
2019.0,Feb,3613.0,Center Blvd & 48 Ave,40.745038,-73.957539,311.0,Center Blvd & 48 Ave,40.745038,-73.957539,322
2019.0,Feb,3614.0,Crescent St & 30 Ave,40.768692,-73.9249574,148.0,Crescent St & 30 Ave,40.768692,-73.9249574,150
2019.0,Feb,3615.0,44 Dr & 21 St,40.748000000000005,-73.94609270000001,625.0,44 Dr & 21 St,40.748000000000005,-73.94609270000001,619
2019.0,Feb,3616.0,Steinway St & 28 Ave,40.7656251,-73.9136695,260.0,Steinway St & 28 Ave,40.7656251,-73.9136695,262
2019.0,Feb,3617.0,28 Ave & 35 St,40.7671,-73.9169858,231.0,28 Ave & 35 St,40.7671,-73.9169858,235
2019.0,Feb,3618.0,27 St & Hunter St,40.7485,-73.941275,352.0,27 St & Hunter St,40.7485,-73.941275,350
2019.0,Feb,3619.0,Newtown Ave & 23 St,40.7713615,-73.9246145,168.0,Newtown Ave & 23 St,40.7713615,-73.9246145,168
2019.0,Feb,3620.0,11 St & 43 Ave,40.7519071,-73.94791190000001,122.0,11 St & 43 Ave,40.7519071,-73.94791190000001,122
2019.0,Feb,3621.0,27 Ave & 9 St,40.7739825,-73.93091340000001,86.0,27 Ave & 9 St,40.7739825,-73.93091340000001,90
2019.0,Feb,3622.0,E 128 St & Madison Ave,40.807559999999995,-73.93918199999999,261.0,E 128 St & Madison Ave,40.807559999999995,-73.93918199999999,260
2019.0,Feb,3623.0,W 120 St & Claremont Ave,40.8109494,-73.9634,306.0,W 120 St & Claremont Ave,40.8109494,-73.9634,308
2019.0,Feb,3628.0,Lenox Ave & W 117 St,40.8025566,-73.9490782,679.0,Lenox Ave & W 117 St,40.8025566,-73.9490782,690
2019.0,Feb,3629.0,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,316.0,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,348
2019.0,Feb,3630.0,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,654.0,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593079999999,668
2019.0,Feb,3631.0,Crown St & Bedford Ave,40.666563000000004,-73.95674100000001,147.0,Crown St & Bedford Ave,40.666563000000004,-73.95674100000001,161
2019.0,Feb,3637.0,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,813.0,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,796
2019.0,Feb,3641.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,4425.0,Broadway & W 25 St,40.74286877312112,-73.98918628692627,4407
2019.0,Feb,3646.0,35 Ave & 10 St,40.763154819103725,-73.93985509872438,131.0,35 Ave & 10 St,40.763154819103725,-73.93985509872438,138
2019.0,Feb,3647.0,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,120.0,48 Ave & 30 Pl,40.74128309355993,-73.93725872039794,119
2019.0,Feb,3648.0,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,760.0,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,886
2019.0,Feb,3649.0,W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,231.0,W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,229
2019.0,Feb,3653.0,31 St & 35 Ave,40.75820464696758,-73.92832159996033,123.0,31 St & 35 Ave,40.75820464696758,-73.92832159996033,123
2019.0,Feb,3654.0,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,176.0,31 St & Northern Blvd,40.75186951421875,-73.93349289894103,179
2019.0,Feb,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,2610.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,2626
2019.0,Feb,3658.0,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,1359.0,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,1398
2019.0,Feb,3659.0,W 17 St & 9 Ave,40.7429489166009,-74.00413691997528,1560.0,W 17 St & 9 Ave,40.7429489166009,-74.00413691997528,1591
2019.0,Feb,3660.0,W 16 St & 8 Ave,40.74102150900266,-74.001384973526,4809.0,W 16 St & 8 Ave,40.74102150900266,-74.001384973526,4827
2019.0,Feb,3661.0,Montgomery St & Franklin Ave,40.666439306870814,-73.96055638790129,118.0,Montgomery St & Franklin Ave,40.666439306870814,-73.96055638790129,129
2019.0,Feb,3662.0,31 Ave & Steinway St,40.76129389728909,-73.916916847229,268.0,31 Ave & Steinway St,40.76129389728909,-73.916916847229,272
2019.0,Feb,3663.0,Sterling Pl & 7 Ave,40.67716489469059,-73.97382795810701,111.0,Sterling Pl & 7 Ave,40.67716489469059,-73.97382795810701,117
2019.0,Feb,3664.0,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,3032.0,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,3443
2019.0,Feb,3668.0,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,964.0,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,962
2019.0,Feb,3671.0,E 81 St & 2 Ave,40.77477944895728,-73.95427465438844,911.0,E 81 St & 2 Ave,40.77477944895728,-73.95427465438844,925
2019.0,Feb,3673.0,Dean St & Franklin Ave,40.67759206937376,-73.95563721656801,509.0,Dean St & Franklin Ave,40.67759206937376,-73.95563721656801,507
2019.0,Feb,3674.0,Jay St & York St,40.70140317257725,-73.98672670125961,1766.0,Jay St & York St,40.70140317257725,-73.98672670125961,1745
2019.0,Feb,3675.0,3 Ave & E 95 St,40.784596798848916,-73.94968539476396,519.0,3 Ave & E 95 St,40.784596798848916,-73.94968539476396,518
2019.0,Feb,3676.0,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608,379.0,Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608,412
2019.0,Feb,3680.0,E 43 St & 5 Ave,40.754120810779256,-73.98025184869765,2339.0,E 43 St & 5 Ave,40.754120810779256,-73.98025184869765,2262
2019.0,Feb,3684.0,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,1747.0,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,1822
2019.0,Feb,3686.0,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,2603.0,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,2708
2019.0,Feb,3687.0,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,3496.0,E 33 St & 1 Ave,40.74322681432173,-73.97449783980845,3420
2019.0,Feb,3689.0,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,438.0,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,411
2019.0,Feb,3690.0,Park Pl & Church St,40.71334184275907,-74.00935515761375,962.0,Park Pl & Church St,40.71334184275907,-74.00935515761375,961
2019.0,Feb,3691.0,28 Ave & 44 St,40.76408932350689,-73.9106512069702,170.0,28 Ave & 44 St,40.76408932350689,-73.9106512069702,172
2019.0,Feb,3692.0,5 St & Market St,40.6999974843885,-73.97440128028394,237.0,5 St & Market St,40.6999974843885,-73.97440128028394,229
2019.0,Feb,3693.0,N 11 St & Kent Ave,40.72248188638219,-73.95921930670737,415.0,N 11 St & Kent Ave,40.72248188638219,-73.95921930670737,432
2019.0,Feb,3697.0,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,1689.0,W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,1710
2019.0,Feb,3699.0,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,1243.0,W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,1226
2019.0,Feb,3701.0,Cliff St & Fulton St,40.70831794366396,-74.0050408244133,1822.0,Cliff St & Fulton St,40.70831794366396,-74.0050408244133,1856
2019.0,Feb,3704.0,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,48.0,47 Ave & Skillman Ave,40.7437524099784,-73.94176483154297,54
2019.0,Feb,3709.0,W 15 St & 6 Ave,40.73804614248277,-73.99642959237099,2717.0,W 15 St & 6 Ave,40.73804614248277,-73.99642959237099,2863
2019.0,Feb,3711.0,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,3931.0,E 13 St & Avenue A,40.72966729392978,-73.98067966103555,3819
2019.0,Feb,3712.0,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389,1289.0,W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389,1222
2019.0,Feb,3714.0,Division Av & Hooper St,40.70684203101325,-73.9544353965357,453.0,Division Av & Hooper St,40.70684203101325,-73.9544353965357,424
2019.0,Feb,3715.0,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760306,1667.0,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760306,1697
2019.0,Feb,3716.0,40 Ave & Crescent St,40.7535992020056,-73.9379560947418,84.0,40 Ave & Crescent St,40.7535992020056,-73.9379560947418,83
2019.0,Feb,3718.0,E 11 St & Avenue B,40.727464206923926,-73.97950418293476,2518.0,E 11 St & Avenue B,40.727464206923926,-73.97950418293476,2319
2019.0,Feb,3720.0,Wyckoff St & Bond St,40.68461653897949,-73.98721285164356,144.0,Wyckoff St & Bond St,40.68461653897949,-73.98721285164356,166
2019.0,Feb,3721.0,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,326.0,31 St & Newtown Ave,40.7675487799971,-73.92093345522879,326
2019.0,Feb,3723.0,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966,462.0,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966,471
2019.0,Feb,3724.0,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1469.0,7 Ave & Central Park South,40.7667405590595,-73.9790689945221,1396
2019.0,Feb,3725.0,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,1165.0,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,1199
2019.0,Feb,3726.0,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,264.0,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,262
2019.0,Feb,3727.0,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,240.0,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903,232
2019.0,Feb,3728.0,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,424.0,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389,365
2019.0,Feb,3733.0,Avenue C & E 18 St,40.730563000000004,-73.973984,198.0,Avenue C & E 18 St,40.730563000000004,-73.973984,165
2019.0,Feb,3737.0,Stanton St & Norfolk St,40.720746999999996,-73.986274,286.0,Stanton St & Norfolk St,40.720746999999996,-73.986274,329
2019.0,Feb,3745.0,36 Ave & 31 St,40.75651272984955,-73.92957486212252,48.0,36 Ave & 31 St,40.75651272984955,-73.92957486212252,49
,,3196.0,,,,,Riverview Park,40.7443187,-74.04399090000001,1
,,3214.0,,,,,Essex Light Rail,40.712774200000005,-74.03648570000001,1
,,3639.0,,,,,Harborside,40.71925170000001,-74.034234,1
2019.0,Mar,72.0,W 52 St & 11 Ave,40.76727216,-73.99392888,3075.0,W 52 St & 11 Ave,40.76727216,-73.99392888,3116
2019.0,Mar,79.0,Franklin St & W Broadway,40.71911552,-74.00666661,1809.0,Franklin St & W Broadway,40.71911552,-74.00666661,1814
2019.0,Mar,82.0,St James Pl & Pearl St,40.71117416,-74.00016545,861.0,St James Pl & Pearl St,40.71117416,-74.00016545,875
2019.0,Mar,83.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1069.0,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1429
2019.0,Mar,119.0,Park Ave & St Edwards St,40.69608941,-73.97803415,220.0,Park Ave & St Edwards St,40.69608941,-73.97803415,324
2019.0,Mar,120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,822.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168,768
2019.0,Mar,127.0,Barrow St & Hudson St,40.73172428,-74.00674436,4093.0,Barrow St & Hudson St,40.73172428,-74.00674436,4153
2019.0,Mar,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,4224.0,MacDougal St & Prince St,40.72710258,-74.00297088,4261
2019.0,Mar,143.0,Clinton St & Joralemon St,40.69239502,-73.99337909,1750.0,Clinton St & Joralemon St,40.69239502,-73.99337909,1728
2019.0,Mar,144.0,Nassau St & Navy St,40.69839895,-73.98068914,674.0,Nassau St & Navy St,40.69839895,-73.98068914,731
2019.0,Mar,146.0,Hudson St & Reade St,40.71625008,-74.0091059,2244.0,Hudson St & Reade St,40.71625008,-74.0091059,2247
2019.0,Mar,150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,2497.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,2495
2019.0,Mar,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,5211.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,5213
2019.0,Mar,157.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,1432.0,Henry St & Atlantic Ave,40.69089272,-73.99612349,1502
2019.0,Mar,161.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3571.0,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,3604
2019.0,Mar,164.0,E 47 St & 2 Ave,40.75323098,-73.97032517,2359.0,E 47 St & 2 Ave,40.75323098,-73.97032517,2346
2019.0,Mar,167.0,E 39 St & 3 Ave,40.7489006,-73.97604882,3524.0,E 39 St & 3 Ave,40.7489006,-73.97604882,3528
2019.0,Mar,168.0,W 18 St & 6 Ave,40.73971301,-73.99456405,5001.0,W 18 St & 6 Ave,40.73971301,-73.99456405,5092
2019.0,Mar,173.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742,4738.0,Broadway & W 49 St,40.76068327096592,-73.98452728986742,4683
2019.0,Mar,174.0,E 25 St & 1 Ave,40.7381765,-73.97738662,2928.0,E 25 St & 1 Ave,40.7381765,-73.97738662,2937
2019.0,Mar,195.0,Liberty St & Broadway,40.70905623,-74.01043382,2966.0,Liberty St & Broadway,40.70905623,-74.01043382,2937
2019.0,Mar,212.0,W 16 St & The High Line,40.74334935,-74.00681753,3447.0,W 16 St & The High Line,40.74334935,-74.00681753,3503
2019.0,Mar,216.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059,562.0,Columbia Heights & Cranberry St,40.70037867,-73.99548059,469
2019.0,Mar,217.0,Old Fulton St,40.70277159,-73.99383605,1921.0,Old Fulton St,40.70277159,-73.99383605,2575
2019.0,Mar,223.0,W 13 St & 7 Ave,40.73781509,-73.99994661,3975.0,W 13 St & 7 Ave,40.73781509,-73.99994661,3972
2019.0,Mar,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,1378.0,Spruce St & Nassau St,40.71146364,-74.00552427,1380
2019.0,Mar,228.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,1850.0,E 48 St & 3 Ave,40.7546011026,-73.971878855,1770
2019.0,Mar,229.0,Great Jones St,40.72743423,-73.99379025,5201.0,Great Jones St,40.72743423,-73.99379025,5408
2019.0,Mar,236.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3999.0,St Marks Pl & 2 Ave,40.7284186,-73.98713956,4225
2019.0,Mar,237.0,E 11 St & 2 Ave,40.73047309,-73.98672378,4289.0,E 11 St & 2 Ave,40.73047309,-73.98672378,4301
2019.0,Mar,238.0,Bank St & Washington St,40.7361967,-74.00859207,2162.0,Bank St & Washington St,40.7361967,-74.00859207,2161
2019.0,Mar,239.0,Willoughby St & Fleet St,40.69196566,-73.9813018,2178.0,Willoughby St & Fleet St,40.69196566,-73.9813018,1904
2019.0,Mar,241.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1092.0,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1027
2019.0,Mar,242.0,Carlton Ave & Flushing Ave,40.697787,-73.973736,798.0,Carlton Ave & Flushing Ave,40.697787,-73.973736,961
2019.0,Mar,243.0,Fulton St & Rockwell Pl,40.688226,-73.979382,830.0,Fulton St & Rockwell Pl,40.688226,-73.979382,1009
2019.0,Mar,244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,1395.0,Willoughby Ave & Hall St,40.69196035,-73.96536851,1203
2019.0,Mar,245.0,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,514.0,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,473
2019.0,Mar,247.0,Perry St & Bleecker St,40.73535398,-74.00483091,1784.0,Perry St & Bleecker St,40.73535398,-74.00483091,1838
2019.0,Mar,248.0,Laight St & Hudson St,40.72185379,-74.00771779,793.0,Laight St & Hudson St,40.72185379,-74.00771779,808
2019.0,Mar,249.0,Harrison St & Hudson St,40.71870987,-74.0090009,1275.0,Harrison St & Hudson St,40.71870987,-74.0090009,1279
2019.0,Mar,251.0,Mott St & Prince St,40.72317958,-73.99480012,3333.0,Mott St & Prince St,40.72317958,-73.99480012,3344
2019.0,Mar,252.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,2512.0,MacDougal St & Washington Sq,40.73226398,-73.99852205,2520
2019.0,Mar,254.0,W 11 St & 6 Ave,40.73532427,-73.99800419,3159.0,W 11 St & 6 Ave,40.73532427,-73.99800419,3184
2019.0,Mar,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,2956.0,Lispenard St & Broadway,40.71939226,-74.00247214,2985
2019.0,Mar,258.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,1479.0,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,1173
2019.0,Mar,259.0,South St & Whitehall St,40.70122128,-74.01234218,1547.0,South St & Whitehall St,40.70122128,-74.01234218,1631
2019.0,Mar,260.0,Broad St & Bridge St,40.70365182,-74.01167797,590.0,Broad St & Bridge St,40.70365182,-74.01167797,588
2019.0,Mar,261.0,Johnson St & Gold St,40.69474881,-73.98362464,999.0,Johnson St & Gold St,40.69474881,-73.98362464,992
2019.0,Mar,262.0,Washington Park,40.6917823,-73.97372990000001,1036.0,Washington Park,40.6917823,-73.97372990000001,898
2019.0,Mar,264.0,Maiden Ln & Pearl St,40.70706456,-74.00731853,1495.0,Maiden Ln & Pearl St,40.70706456,-74.00731853,1547
2019.0,Mar,265.0,Stanton St & Chrystie St,40.72229346,-73.99147535,2931.0,Stanton St & Chrystie St,40.72229346,-73.99147535,2993
2019.0,Mar,266.0,Avenue D & E 8 St,40.72368361,-73.97574813,1576.0,Avenue D & E 8 St,40.72368361,-73.97574813,1447
2019.0,Mar,267.0,Broadway & W 36 St,40.75097711,-73.98765428,3038.0,Broadway & W 36 St,40.75097711,-73.98765428,3043
2019.0,Mar,268.0,Howard St & Centre St,40.71910537,-73.99973337,3035.0,Howard St & Centre St,40.71910537,-73.99973337,3063
2019.0,Mar,270.0,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,1444.0,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,1389
2019.0,Mar,274.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1220.0,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1393
2019.0,Mar,275.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,813.0,Washington Ave & Greene Ave,40.68650065,-73.96563307,775
2019.0,Mar,276.0,Duane St & Greenwich St,40.71748752,-74.0104554,1375.0,Duane St & Greenwich St,40.71748752,-74.0104554,1381
2019.0,Mar,278.0,Concord St & Bridge St,40.69766564,-73.98476437,553.0,Concord St & Bridge St,40.69766564,-73.98476437,554
2019.0,Mar,279.0,Peck Slip & Front St,40.707873,-74.00166999999999,2013.0,Peck Slip & Front St,40.707873,-74.00166999999999,2012
2019.0,Mar,280.0,E 10 St & 5 Ave,40.73331967,-73.99510132,2298.0,E 10 St & 5 Ave,40.73331967,-73.99510132,2301
2019.0,Mar,281.0,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,5105.0,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,4868
2019.0,Mar,282.0,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,1250.0,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,1325
2019.0,Mar,285.0,Broadway & E 14 St,40.73454567,-73.99074142,7085.0,Broadway & E 14 St,40.73454567,-73.99074142,7177
2019.0,Mar,289.0,Monroe St & Classon Ave,40.684568299999995,-73.95881081,606.0,Monroe St & Classon Ave,40.684568299999995,-73.95881081,464
2019.0,Mar,291.0,Madison St & Montgomery St,40.713126,-73.984844,1389.0,Madison St & Montgomery St,40.713126,-73.984844,1397
2019.0,Mar,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,5995.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,6246
2019.0,Mar,295.0,Pike St & E Broadway,40.71406667,-73.99293911,2067.0,Pike St & E Broadway,40.71406667,-73.99293911,2110
2019.0,Mar,296.0,Division St & Bowery,40.71413089,-73.99704679999999,2329.0,Division St & Bowery,40.71413089,-73.99704679999999,2327
2019.0,Mar,297.0,E 15 St & 3 Ave,40.734232,-73.986923,4474.0,E 15 St & 3 Ave,40.734232,-73.986923,4469
2019.0,Mar,298.0,3 Ave & Schermerhorn St,40.68683208,-73.9796772,968.0,3 Ave & Schermerhorn St,40.68683208,-73.9796772,1058
2019.0,Mar,301.0,E 2 St & Avenue B,40.72217444,-73.98368779,3522.0,E 2 St & Avenue B,40.72217444,-73.98368779,3436
2019.0,Mar,302.0,Avenue D & E 3 St,40.72082834,-73.97793172,2020.0,Avenue D & E 3 St,40.72082834,-73.97793172,2015
2019.0,Mar,303.0,Mercer St & Spring St,40.72362738,-73.99949601,2754.0,Mercer St & Spring St,40.72362738,-73.99949601,2802
2019.0,Mar,304.0,Broadway & Battery Pl,40.70463334,-74.01361706,2961.0,Broadway & Battery Pl,40.70463334,-74.01361706,3457
2019.0,Mar,305.0,E 58 St & 3 Ave,40.76095756,-73.96724467,2958.0,E 58 St & 3 Ave,40.76095756,-73.96724467,2972
2019.0,Mar,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,3958.0,Canal St & Rutgers St,40.71427487,-73.98990025,3969
2019.0,Mar,308.0,St James Pl & Oliver St,40.71307916,-73.99851193,1687.0,St James Pl & Oliver St,40.71307916,-73.99851193,1700
2019.0,Mar,309.0,Murray St & West St,40.7149787,-74.013012,2400.0,Murray St & West St,40.7149787,-74.013012,2451
2019.0,Mar,310.0,State St & Smith St,40.68926942,-73.98912867,1233.0,State St & Smith St,40.68926942,-73.98912867,1288
2019.0,Mar,311.0,Norfolk St & Broome St,40.7172274,-73.98802084,2735.0,Norfolk St & Broome St,40.7172274,-73.98802084,2660
2019.0,Mar,312.0,Allen St & Stanton St,40.722055,-73.989111,4172.0,Allen St & Stanton St,40.722055,-73.989111,4208
2019.0,Mar,313.0,Washington Ave & Park Ave,40.69610226,-73.96751037,1065.0,Washington Ave & Park Ave,40.69610226,-73.96751037,1120
2019.0,Mar,314.0,Cadman Plaza West & Montague St,40.69383,-73.990539,1512.0,Cadman Plaza West & Montague St,40.69383,-73.990539,1389
2019.0,Mar,315.0,South St & Gouverneur Ln,40.70355377,-74.00670227,2522.0,South St & Gouverneur Ln,40.70355377,-74.00670227,2579
2019.0,Mar,316.0,Fulton St & William St,40.70955958,-74.00653609,1898.0,Fulton St & William St,40.70955958,-74.00653609,1909
2019.0,Mar,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,3792.0,E 6 St & Avenue B,40.72453734,-73.98185424,3846
2019.0,Mar,319.0,Fulton St & Broadway,40.711065999999995,-74.009447,3192.0,Fulton St & Broadway,40.711065999999995,-74.009447,3200
2019.0,Mar,320.0,Leonard St & Church St,40.717571,-74.005549,1648.0,Leonard St & Church St,40.717571,-74.005549,1652
2019.0,Mar,321.0,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,1482.0,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,1495
2019.0,Mar,323.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,1747.0,Lawrence St & Willoughby St,40.69236178,-73.98631746,1680
2019.0,Mar,324.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1714.0,DeKalb Ave & Hudson Ave,40.689888,-73.981013,2559
2019.0,Mar,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,3047.0,E 19 St & 3 Ave,40.73624527,-73.98473765,2994
2019.0,Mar,326.0,E 11 St & 1 Ave,40.72953837,-73.98426726,4333.0,E 11 St & 1 Ave,40.72953837,-73.98426726,4329
2019.0,Mar,327.0,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,4181.0,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,4125
2019.0,Mar,328.0,Watts St & Greenwich St,40.72405549,-74.00965965,2492.0,Watts St & Greenwich St,40.72405549,-74.00965965,2496
2019.0,Mar,330.0,Reade St & Broadway,40.71450451,-74.00562789,1733.0,Reade St & Broadway,40.71450451,-74.00562789,1738
2019.0,Mar,331.0,Pike St & Monroe St,40.71173107,-73.99193043,1390.0,Pike St & Monroe St,40.71173107,-73.99193043,1493
2019.0,Mar,332.0,Cherry St,40.71219906,-73.97948148,1416.0,Cherry St,40.71219906,-73.97948148,1411
